Genero,Region,Campus,Escuela,Programa_Ini,PrepaTEC,PAA,PNA,P_Beca,P_Prestamo,Life,PI,Experiencia,TOEFL,Promedio_Gr,Sueldo_Real
Hombre,RM,MTY,EIC,ITC,SI,1561.0,94.0,0.8,0.0,Si,NO,Sí,613.0,94.0,14955.0
Hombre,RM,MTY,EIC,ITC,SI,1284.0,86.0,0.0,0.0,Si,NO,Sí,623.0,86.0,20628.0
Hombre,RM,MTY,EIC,ITC,SI,1493.0,82.0,0.0,0.0,Si,NO,Sí,627.0,83.0,12368.0
Hombre,RM,MTY,EN,LCPF,SI,1381.0,78.0,0.0,0.0,Si,NO,Sí,550.0,76.0,20613.0
Hombre,RM,MTY,EN,LAE,SI,1476.0,95.0,0.0,0.0,Si,NO,Sí,643.0,90.0,15471.0
Hombre,RM,MTY,EN,LCDE,SI,1321.0,84.0,0.0,0.3,Si,NO,Sí,550.0,86.0,13398.0
Hombre,RM,MTY,EN,LIN,SI,1189.0,77.0,0.0,0.0,Si,NO,Sí,550.0,80.0,20628.0
Hombre,RM,MTY,EN,LIN,SI,1400.0,76.0,0.2,0.2,Si,NO,Sí,563.0,88.0,18565.0
Hombre,RO,GDA,EAAD,ARQ,SI,1459.0,86.0,0.25,0.25,Si,NO,Sí,550.0,88.0,17454.0
Hombre,RO,GDA,EAAD,ARQ,SI,1463.0,89.0,0.3,0.3,Si,NO,Sí,560.0,93.0,11345.0
Hombre,RO,GDA,EHE,LCMD,SI,1367.0,79.0,0.1,0.4,Si,NO,Sí,583.0,84.0,18565.0
Hombre,RO,GDA,EIC,IC,SI,1388.0,85.0,0.0,0.25,Si,NO,Sí,560.0,83.0,15471.0
Hombre,RO,GDA,EIC,IIS,SI,1209.0,85.0,0.2,0.3,Si,NO,Sí,550.0,86.0,22691.0
Hombre,RO,GDA,EIC,IIS,SI,1520.0,82.0,0.5,0.0,Si,NO,Sí,550.0,82.0,10822.0
Hombre,RO,GDA,EIC,IIS,SI,1512.0,85.0,0.2,0.4,Si,NO,Sí,600.0,90.0,20628.0
Hombre,RO,GDA,EIC,IMT,SI,1312.0,89.0,0.25,0.35,Si,NO,Sí,550.0,85.0,8245.0
Hombre,RO,GDA,EIC,IMT,SI,1645.0,88.0,0.4,0.4,Si,NO,Sí,653.0,85.0,13398.0
Hombre,RO,GDA,EN,LAF,SI,1313.0,78.0,0.0,0.0,Si,NO,Sí,597.0,79.0,18481.0
Hombre,RO,GDA,EN,LAF,SI,1551.0,92.0,0.3,0.3,Si,NO,Sí,630.0,89.0,16103.0
Hombre,RO,GDA,EN,LCDE,SI,1486.0,83.0,0.0,0.0,Si,NO,Sí,570.0,81.0,102671.0
Hombre,RO,GDA,EN,LEM,SI,1560.0,89.0,0.2,0.2,Si,NO,Sí,513.0,87.0,10736.0
Hombre,RO,GDA,EN,LEM,SI,1469.0,83.0,0.2,0.3,Si,NO,Sí,550.0,87.0,12368.0
Hombre,RCM,CEM,EIC,ISC,SI,1532.0,97.0,0.7,0.0,Si,NO,Sí,583.0,99.0,0.0
Hombre,RCM,CEM,EIC,ISC,SI,1553.0,88.0,0.15,0.15,Si,NO,Sí,677.0,96.0,46378.0
Hombre,RCM,CSF,EIC,IMT,SI,1464.0,93.0,0.25,0.25,Si,NO,Sí,630.0,95.0,12377.0
Hombre,RM,MTY,EAAD,ARQ,SI,1511.0,95.0,0.6,0.0,Si,NO,Sí,587.0,95.0,51510.0
Hombre,RM,MTY,ECSG,LDF,SI,1317.0,86.0,0.2,0.2,Si,NO,Sí,597.0,94.0,20628.0
Hombre,RM,MTY,EHE,LMI,SI,1411.0,84.0,0.15,0.15,Si,NO,Sí,563.0,93.0,23722.0
Hombre,RM,MTY,EIC,IC,SI,1644.0,89.0,0.4,0.4,Si,NO,Sí,593.0,93.0,18565.0
Hombre,RM,MTY,EIC,IIS,SI,1423.0,90.0,0.3,0.3,Si,NO,Sí,577.0,96.0,16502.0
Hombre,RM,MTY,EIC,IQP,SI,1466.0,96.0,0.9,0.0,Si,NO,Sí,627.0,96.0,17534.0
Hombre,RO,GDA,EIC,ITE,SI,1368.0,97.0,0.35,0.35,Si,NO,Sí,613.0,94.0,25668.0
Hombre,RO,GDA,EN,LIN,SI,1348.0,85.0,0.25,0.25,Si,NO,Sí,563.0,91.0,21643.0
Hombre,RCM,CCM,EAAD,ARQ,SI,1486.0,84.0,0.0,0.0,Si,SI,Sí,583.0,89.0,21969.0
Hombre,RCM,CSF,ECSG,LED,SI,1470.0,86.0,0.0,0.0,Si,SI,Sí,570.0,81.0,0.0
Hombre,RCM,CSF,ECSG,LEF,SI,1560.0,77.0,0.0,0.0,Si,SI,Sí,520.0,78.0,51570.0
Hombre,RCM,CCM,EIC,IIS,SI,1561.0,79.0,0.0,0.0,Si,SI,Sí,590.0,87.0,23464.0
Hombre,RCM,CCM,EIC,IIS,SI,1456.0,87.0,0.0,0.0,Si,SI,Sí,593.0,85.0,20628.0
Hombre,RCM,CCM,EIC,IIS,SI,1517.0,87.0,0.0,0.0,Si,SI,Sí,633.0,81.0,30942.0
Hombre,RCM,CCM,EIC,IME,SI,1387.0,83.0,0.0,0.0,Si,SI,Sí,597.0,85.0,0.0
Hombre,RCM,CCM,EIC,ITC,SI,1385.0,75.0,0.0,0.0,Si,SI,Sí,573.0,79.0,36099.0
Hombre,RCM,CCM,EIC,ITS,SI,1433.0,91.0,0.0,0.2,Si,SI,Sí,587.0,84.0,27721.0
Hombre,RCM,CEM,EIC,IDA,SI,1352.0,77.0,0.0,0.0,Si,SI,Sí,570.0,81.0,16502.0
Hombre,RCM,CSF,EIC,IIS,SI,1631.0,88.0,0.0,0.0,Si,SI,Sí,567.0,88.0,32207.0
Hombre,RCM,CSF,EIC,IIS,SI,1523.0,84.0,0.0,0.0,Si,SI,Sí,633.0,82.0,22588.0
Hombre,RCM,CSF,EIC,IIS,SI,1643.0,83.0,0.0,0.0,Si,SI,Sí,647.0,87.0,30942.0
Hombre,RCM,CSF,EIC,IMT,SI,1722.0,82.0,0.0,0.0,Si,SI,Sí,573.0,87.0,100925.0
Hombre,RCM,CSF,EIC,ITC,SI,1471.0,77.0,0.6,0.3,Si,SI,Sí,550.0,84.0,0.0
Hombre,RCM,CSF,EIC,ITC,SI,1475.0,90.0,0.2,0.2,Si,SI,Sí,617.0,95.0,46413.0
Hombre,RCM,CEM,EN,LAE,SI,1230.0,82.0,0.0,0.0,Si,SI,Sí,550.0,89.0,25785.0
Hombre,RCM,CEM,EN,LAF,SI,1249.0,73.0,0.0,0.0,Si,SI,Sí,550.0,84.0,22674.0
Hombre,RCM,CEM,EN,LAF,SI,1429.0,84.0,0.0,0.0,Si,SI,Sí,670.0,86.0,22588.0
Hombre,RCM,CSF,EN,LAF,SI,1235.0,84.0,0.1,0.2,Si,SI,Sí,550.0,91.0,79418.0
Hombre,RCM,CSF,EN,LAF,SI,1306.0,80.0,0.9,0.0,Si,SI,Sí,577.0,89.0,17534.0
Hombre,RCM,CSF,EN,LIN,SI,1553.0,79.0,0.0,0.0,Si,SI,Sí,550.0,84.0,24927.0
Hombre,RCS,QRO,ECSG,LRI,SI,1506.0,86.0,0.3,0.3,Si,SI,Sí,550.0,87.0,12377.0
Hombre,RCS,QRO,ECSG,LRI,SI,1459.0,85.0,0.1,0.1,Si,SI,Sí,600.0,91.0,25785.0
Hombre,RCS,PUE,EIC,IMA,SI,1361.0,84.0,0.0,0.0,Si,SI,Sí,550.0,83.0,18279.0
Hombre,RCS,PUE,EIC,ITC,SI,1519.0,89.0,0.3,0.2,Si,SI,Sí,550.0,91.0,20613.0
Hombre,RCS,PUE,EIC,ITC,SI,1558.0,85.0,0.0,0.4,Si,SI,Sí,617.0,86.0,113375.0
Hombre,RCS,QRO,EIC,IC,SI,1533.0,95.0,0.8,0.0,Si,SI,Sí,550.0,89.0,26695.0
Hombre,RCS,QRO,EIC,IMA,SI,1219.0,83.0,0.0,0.0,Si,SI,Sí,503.0,84.0,25785.0
Hombre,RCS,QRO,EIC,IMA,SI,1248.0,90.0,0.0,0.0,Si,SI,Sí,577.0,84.0,8245.0
Hombre,RCS,QRO,EIC,IMT,SI,1321.0,88.0,0.05,0.25,Si,SI,Sí,550.0,87.0,5668.0
Hombre,RCS,QRO,EIC,ISC,SI,1525.0,86.0,0.35,0.35,Si,SI,Sí,603.0,90.0,10100.0
Hombre,RCS,QRO,EIC,ISC,SI,1423.0,89.0,0.15,0.15,Si,SI,Sí,607.0,92.0,36099.0
Hombre,RCS,QRO,EIC,ISD,SI,1343.0,92.0,0.0,0.0,Si,SI,Sí,587.0,90.0,5153.0
Hombre,RCS,QRO,EN,LAE,SI,1456.0,80.0,0.0,0.0,Si,SI,Sí,550.0,86.0,41256.0
Hombre,RCS,QRO,EN,LAF,SI,1610.0,85.0,0.25,0.25,Si,SI,Sí,550.0,90.0,14429.0
Hombre,RM,MTY,ECSG,LDF,SI,1409.0,95.0,0.0,0.0,Si,SI,Sí,658.0,93.0,20534.0
Hombre,RM,MTY,ECSG,LED,SI,1198.0,79.0,0.0,0.0,Si,SI,Sí,620.0,91.0,11337.0
Hombre,RM,MTY,ECSG,LRI,SI,1270.0,81.0,0.0,0.0,Si,SI,Sí,583.0,87.0,21659.0
Hombre,RM,MTY,ECSG,LRI,SI,1414.0,86.0,0.0,0.0,Si,SI,Sí,620.0,81.0,15459.0
Hombre,RM,MTY,EHE,LCMD,SI,1362.0,88.0,0.2,0.2,Si,SI,Sí,550.0,91.0,25373.0
Hombre,RM,MTY,EIC,IBT,SI,1600.0,86.0,0.9,0.0,Si,SI,Sí,634.0,89.0,25766.0
Hombre,RM,MTY,EIC,IC,SI,1558.0,85.0,0.0,0.0,Si,SI,Sí,550.0,84.0,9276.0
Hombre,RM,MTY,EIC,IC,SI,1412.0,85.0,0.9,0.0,Si,SI,Sí,577.0,82.0,10314.0
Hombre,RM,MTY,EIC,IC,SI,1247.0,82.0,0.0,0.0,Si,SI,Sí,620.0,85.0,0.0
Hombre,RM,MTY,EIC,IC,SI,1561.0,87.0,0.35,0.0,Si,SI,Sí,653.0,87.0,14429.0
Hombre,RM,MTY,EIC,IDS,SI,1161.0,78.0,0.0,0.2,Si,SI,Sí,583.0,83.0,20534.0
Hombre,RM,MTY,EIC,IDS,SI,1759.0,85.0,0.2,0.2,Si,SI,Sí,593.0,86.0,15459.0
Hombre,RM,MTY,EIC,IDS,SI,1433.0,95.0,0.3,0.0,Si,SI,Sí,607.0,90.0,20628.0
Hombre,RM,MTY,EIC,IID,SI,1512.0,79.0,0.0,0.0,Si,SI,Sí,597.0,85.0,51531.0
Hombre,RM,MTY,EIC,IID,SI,1620.0,90.0,0.0,0.0,Si,SI,Sí,643.0,87.0,25785.0
Hombre,RM,MTY,EIC,IIS,SI,1398.0,87.0,0.0,0.0,Si,SI,Sí,553.0,93.0,22691.0
Hombre,RM,MTY,EIC,IIS,SI,1592.0,75.0,0.0,0.0,Si,SI,Sí,600.0,82.0,27848.0
Hombre,RM,MTY,EIC,IIS,SI,1610.0,87.0,0.2,0.0,Si,SI,Sí,600.0,84.0,10306.0
Hombre,RM,MTY,EIC,IIS,SI,1384.0,87.0,0.0,0.0,Si,SI,Sí,610.0,89.0,24735.0
Hombre,RM,MTY,EIC,IIS,SI,1431.0,88.0,0.2,0.2,Si,SI,Sí,613.0,93.0,23614.0
Hombre,RM,MTY,EIC,IIS,SI,1618.0,79.0,0.0,0.0,Si,SI,Sí,643.0,80.0,30942.0
Hombre,RM,MTY,EIC,IIS,SI,1592.0,88.0,0.0,0.0,Si,SI,Sí,647.0,92.0,0.0
Hombre,RM,MTY,EIC,IMA,SI,1459.0,87.0,0.1,0.1,Si,SI,Sí,557.0,88.0,25766.0
Hombre,RM,MTY,EIC,IMA,SI,1347.0,91.0,0.25,0.25,Si,SI,Sí,567.0,90.0,24754.0
Hombre,RM,MTY,EIC,IMA,SI,1438.0,86.0,0.2,0.0,Si,SI,Sí,603.0,89.0,15471.0
Hombre,RM,MTY,EIC,IMA,SI,1573.0,84.0,0.0,0.0,Si,SI,Sí,620.0,82.0,0.0
Hombre,RM,MTY,EIC,IMA,SI,1490.0,86.0,0.0,0.0,Si,SI,Sí,633.0,88.0,25668.0
Hombre,RM,MTY,EIC,IMA,SI,1523.0,94.0,0.6,0.0,Si,SI,Sí,667.0,96.0,10306.0
Hombre,RM,MTY,EIC,IMD,SI,1495.0,86.0,0.0,0.0,Si,SI,Sí,610.0,81.0,27848.0
Hombre,RM,MTY,EIC,IMD,SI,1468.0,89.0,0.2,0.2,Si,SI,Sí,667.0,87.0,17521.0
Hombre,RM,MTY,EIC,IME,SI,1301.0,87.0,0.4,0.4,Si,SI,Sí,550.0,90.0,20628.0
Hombre,RM,MTY,EIC,IMT,SI,1332.0,83.0,0.0,0.0,Si,SI,Sí,550.0,86.0,25785.0
Hombre,RM,MTY,EIC,IMT,SI,1545.0,92.0,0.6,0.0,Si,SI,Sí,663.0,95.0,21659.0
Hombre,RM,MTY,EIC,INT,SI,1406.0,93.0,0.9,0.0,Si,SI,Sí,663.0,88.0,21643.0
Hombre,RM,MTY,EIC,IQA,SI,1288.0,88.0,0.05,0.0,Si,SI,Sí,623.0,88.0,29343.0
Hombre,RM,MTY,EIC,IQA,SI,1420.0,93.0,0.0,0.0,Si,SI,Sí,637.0,88.0,31949.0
Hombre,RM,MTY,EIC,IQA,SI,1374.0,86.0,0.0,0.0,Si,SI,Sí,643.0,82.0,25766.0
Hombre,RM,MTY,EIC,IQA,SI,1510.0,95.0,0.6,0.0,Si,SI,Sí,658.0,95.0,20000.0
Hombre,RM,MTY,EIC,ISD,SI,1409.0,87.0,0.4,0.0,Si,SI,Sí,590.0,87.0,24735.0
Hombre,RM,MTY,EIC,ITC,SI,1718.0,88.0,0.0,0.0,Si,SI,Sí,593.0,90.0,20613.0
Hombre,RM,MTY,EIC,ITC,SI,1481.0,94.0,0.6,0.2,Si,SI,Sí,617.0,95.0,25785.0
Hombre,RM,MTY,EIC,ITC,SI,1586.0,85.0,0.2,0.0,Si,SI,Sí,630.0,88.0,11861.0
Hombre,RM,MTY,EIC,ITC,SI,1541.0,97.0,0.0,0.0,Si,SI,Sí,653.0,92.0,217152.0
Hombre,RM,MTY,EN,LCPF,SI,1247.0,79.0,0.0,0.0,Si,SI,Sí,550.0,83.0,23310.0
Hombre,RM,MTY,EN,LCPF,SI,1598.0,87.0,0.0,0.0,Si,SI,Sí,603.0,90.0,16502.0
Hombre,RM,MTY,EN,LAE,SI,1362.0,75.0,0.0,0.0,Si,SI,Sí,577.0,84.0,16490.0
Hombre,RM,MTY,EN,LAE,SI,1259.0,80.0,0.8,0.0,Si,SI,Sí,590.0,90.0,8214.0
Hombre,RM,MTY,EN,LAE,SI,1576.0,82.0,0.0,0.0,Si,SI,Sí,647.0,83.0,12377.0
Hombre,RM,MTY,EN,LAF,SI,1420.0,78.0,0.0,0.0,Si,SI,Sí,567.0,79.0,21659.0
Hombre,RM,MTY,EN,LAF,SI,1308.0,78.0,0.0,0.0,Si,SI,Sí,580.0,81.0,30942.0
Hombre,RM,MTY,EN,LAF,SI,1379.0,83.0,0.0,0.0,Si,SI,Sí,670.0,93.0,18565.0
Hombre,RM,MTY,EN,LEM,SI,1610.0,84.0,0.0,0.0,Si,SI,Sí,647.0,80.0,24547.0
Hombre,RM,MTY,EN,LIN,SI,1277.0,81.0,0.0,0.0,Si,SI,Sí,617.0,83.0,21643.0
Hombre,RO,GDA,EAAD,ARQ,SI,1522.0,85.0,0.0,0.0,Si,SI,Sí,600.0,90.0,30919.0
Hombre,RO,GDA,EIC,IC,SI,1649.0,89.0,0.35,0.35,Si,SI,Sí,560.0,87.0,41612.0
Hombre,RO,GDA,EIC,IIS,SI,1336.0,83.0,0.2,0.3,Si,SI,Sí,550.0,86.0,11345.0
Hombre,RO,GDA,EIC,IMA,SI,1444.0,92.0,0.25,0.0,Si,SI,Sí,593.0,91.0,53633.0
Hombre,RO,GDA,EIC,IMT,SI,1429.0,93.0,0.15,0.25,Si,SI,Sí,520.0,88.0,15471.0
Hombre,RO,GDA,EIC,IMT,SI,1541.0,93.0,0.0,0.0,Si,SI,Sí,627.0,87.0,11861.0
Hombre,RO,GDA,EIC,IMT,SI,1519.0,88.0,0.15,0.0,Si,SI,Sí,643.0,92.0,32636.0
Hombre,RO,GDA,EN,LAF,SI,1276.0,75.0,0.0,0.0,Si,SI,Sí,570.0,75.0,15471.0
Hombre,RCM,CCM,EAAD,ARQ,SI,1531.0,95.0,0.6,0.0,Si,SI,Sí,650.0,96.0,20000.0
Hombre,RCM,CCM,EIC,ITC,SI,1454.0,95.0,0.6,0.0,Si,SI,Sí,657.0,96.0,29911.0
Hombre,RCM,CSF,EIC,IIS,SI,1246.0,90.0,0.0,0.0,Si,SI,Sí,550.0,94.0,25766.0
Hombre,RCM,CSF,EIC,IMT,SI,1620.0,88.0,0.0,0.0,Si,SI,Sí,623.0,93.0,161601.0
Hombre,RCM,CCM,EN,LAF,SI,1584.0,87.0,0.1,0.0,Si,SI,Sí,603.0,94.0,22691.0
Hombre,RCS,PUE,EHE,LCMD,SI,1391.0,93.0,0.4,0.2,Si,SI,Sí,613.0,96.0,6184.0
Hombre,RCS,QRO,EIC,IIS,SI,1510.0,97.0,0.6,0.15,Si,SI,Sí,577.0,96.0,19597.0
Hombre,RCS,QRO,EIC,IMT,SI,1475.0,96.0,0.4,0.4,Si,SI,Sí,560.0,95.0,8039.0
Hombre,RCS,QRO,EIC,ISC,SI,1487.0,97.0,0.6,0.2,Si,SI,Sí,613.0,97.0,185175.0
Hombre,RM,MTY,EAAD,LAD,SI,1661.0,88.0,0.0,0.0,Si,SI,Sí,594.0,93.0,21659.0
Hombre,RM,MTY,EIC,IDS,SI,1530.0,94.0,0.9,0.0,Si,SI,Sí,610.0,95.0,5668.0
Hombre,RM,MTY,EIC,IIS,SI,1571.0,90.0,0.25,0.0,Si,SI,Sí,620.0,94.0,53389.0
Hombre,RM,MTY,EIC,IMA,SI,1451.0,93.0,0.0,0.0,Si,SI,Sí,657.0,96.0,24754.0
Hombre,RM,MTY,EIC,IQA,SI,1651.0,94.0,0.0,0.0,Si,SI,Sí,660.0,95.0,20628.0
Hombre,RM,MTY,EIC,ITC,SI,1520.0,98.0,0.6,0.0,Si,SI,Sí,610.0,98.0,197962.0
Hombre,RM,MTY,EN,LCPF,SI,1512.0,90.0,0.0,0.0,Si,SI,Sí,630.0,95.0,25668.0
Mujer,DR,CCV,EN,LAE,NO,1338.0,91.0,0.9,0.0,Si,NO,No,550.0,90.0,10314.0
Mujer,RCS,HGO,EIC,IIS,NO,1487.0,90.0,0.0,0.0,Si,NO,No,550.0,90.0,8245.0
Mujer,RCS,HGO,EN,LAE,NO,1487.0,90.0,0.0,0.0,Si,NO,No,550.0,90.0,14440.0
Mujer,RO,LEO,EAAD,ARQ,NO,1487.0,90.0,0.0,0.0,Si,NO,No,590.0,90.0,10314.0
Mujer,RO,CHI,EIC,IBT,NO,1341.0,90.0,0.25,0.35,Si,NO,No,520.0,85.0,8245.0
Mujer,RO,CHI,EN,LCDE,NO,1165.0,87.0,0.0,0.0,Si,NO,No,520.0,86.0,18551.0
Mujer,RCS,SLP,EN,LAE,NO,1379.0,77.0,0.0,0.0,Si,SI,No,550.0,89.0,8214.0
Mujer,RO,CHI,EAAD,ARQ,SI,1194.0,82.0,0.9,0.0,Si,NO,No,500.0,85.0,10314.0
Mujer,RO,LEO,EAAD,LDI,SI,1549.0,83.0,0.15,0.15,Si,NO,No,547.0,87.0,9283.0
Mujer,RCS,HGO,EN,LCPF,SI,1177.0,84.0,0.0,0.0,Si,SI,No,550.0,88.0,17534.0
Mujer,RCS,HGO,EN,LCPF,SI,1198.0,86.0,0.0,0.0,Si,SI,No,550.0,90.0,10306.0
Mujer,RO,HER,EAAD,ARQ,SI,1475.0,77.0,0.0,0.0,Si,SI,No,550.0,83.0,0.0
Mujer,RO,CHI,EIC,IC,SI,1338.0,85.0,0.1,0.1,Si,SI,No,553.0,88.0,10100.0
Mujer,DR,CCV,EIC,IIS,NO,1402.0,90.0,0.2,0.4,Si,NO,Sí,550.0,89.0,14429.0
Mujer,DR,CCV,EIC,IIS,NO,1496.0,92.0,0.3,0.3,Si,NO,Sí,550.0,93.0,12377.0
Mujer,DR,CCV,EN,LAE,NO,1305.0,81.0,0.2,0.2,Si,NO,Sí,550.0,87.0,12368.0
Mujer,RCS,TOL,EAAD,ARQ,NO,1191.0,93.0,0.35,0.35,Si,NO,Sí,550.0,91.0,9283.0
Mujer,RCS,CVA,EIC,ITC,NO,1308.0,88.0,0.25,0.35,Si,NO,Sí,550.0,90.0,17521.0
Mujer,RCS,SLP,EIC,IIS,NO,1346.0,76.0,0.0,0.0,Si,NO,Sí,550.0,84.0,20613.0
Mujer,RCS,TOL,EIC,IBT,NO,1487.0,92.0,0.7,0.0,Si,NO,Sí,600.0,90.0,18050.0
Mujer,RCS,TOL,EIC,IIS,NO,1378.0,94.0,0.5,0.0,Si,NO,Sí,550.0,92.0,13707.0
Mujer,RCS,SLP,EN,LAF,NO,1487.0,90.0,0.0,0.0,Si,NO,Sí,550.0,90.0,7214.0
Mujer,RCS,SLP,EN,LAF,NO,1366.0,83.0,0.3,0.3,Si,NO,Sí,550.0,88.0,18551.0
Mujer,RCS,TOL,EN,LCPF,NO,1284.0,78.0,0.0,0.0,Si,NO,Sí,550.0,81.0,18565.0
Mujer,RCS,TOL,EN,LAE,NO,1307.0,97.0,0.25,0.25,Si,NO,Sí,550.0,92.0,23722.0
Mujer,RCS,TOL,EN,LIN,NO,1311.0,91.0,0.3,0.3,Si,NO,Sí,550.0,91.0,13924.0
Mujer,RM,LAG,EAAD,ARQ,NO,1490.0,98.0,0.35,0.35,Si,NO,Sí,520.0,92.0,10306.0
Mujer,RM,LAG,EIC,IBN,NO,1301.0,97.0,0.35,0.35,Si,NO,Sí,520.0,89.0,10306.0
Mujer,RM,LAG,EN,LAE,NO,1257.0,89.0,0.0,0.0,Si,NO,Sí,600.0,83.0,20628.0
Mujer,RO,CMR,EAAD,ARQ,NO,1294.0,76.0,0.0,0.0,Si,NO,Sí,553.0,74.0,10267.0
Mujer,RO,HER,EAAD,LDI,NO,1399.0,90.0,0.3,0.3,Si,NO,Sí,600.0,92.0,10306.0
Mujer,RO,AGS,EIC,IIS,NO,1487.0,90.0,0.0,0.0,Si,NO,Sí,550.0,90.0,20613.0
Mujer,RO,AGS,EIC,IMT,NO,1454.0,97.0,0.2,0.0,Si,NO,Sí,550.0,89.0,16502.0
Mujer,RO,CMR,EIC,IMT,NO,1493.0,94.0,0.2,0.0,Si,NO,Sí,550.0,92.0,13398.0
Mujer,RO,HER,EIC,IIS,NO,1448.0,99.0,0.2,0.0,Si,NO,Sí,550.0,88.0,18565.0
Mujer,RO,LEO,EIC,IIS,NO,1487.0,90.0,0.0,0.0,Si,NO,Sí,520.0,90.0,10306.0
Mujer,RO,AGS,EN,LIN,NO,1322.0,80.0,0.0,0.0,Si,NO,Sí,550.0,84.0,6184.0
Mujer,RO,CMR,EN,LAE,NO,1339.0,90.0,0.3,0.0,Si,NO,Sí,550.0,90.0,8214.0
Mujer,RO,SIN,EN,LMC,NO,1453.0,99.0,0.0,0.0,Si,NO,Sí,527.0,80.0,10306.0
Mujer,DR,CCV,EIC,IIS,NO,1478.0,90.0,0.3,0.3,Si,NO,Sí,550.0,95.0,11552.0
Mujer,RCS,SLP,EN,LIN,NO,1487.0,90.0,0.0,0.0,Si,NO,Sí,627.0,90.0,19582.0
Mujer,RO,LEO,EN,LMC,NO,1487.0,90.0,0.0,0.0,Si,NO,Sí,610.0,90.0,10306.0
Mujer,RO,SIN,EN,LAF,NO,1359.0,96.0,0.1,0.25,Si,NO,Sí,550.0,94.0,15459.0
Mujer,DR,CDJ,EN,LDN,NO,1328.0,71.0,0.0,0.0,Si,SI,Sí,550.0,83.0,18565.0
Mujer,DR,ZAC,EN,LDN,NO,1277.0,88.0,0.0,0.0,Si,SI,Sí,550.0,88.0,18565.0
Mujer,RCS,SLP,EIC,INT,NO,1201.0,82.0,0.25,0.25,Si,SI,Sí,550.0,88.0,21487.0
Mujer,RCS,SLP,EN,LIN,NO,1166.0,89.0,0.35,0.35,Si,SI,Sí,550.0,91.0,36333.0
Mujer,RCS,TAM,EN,LDN,NO,1207.0,91.0,0.2,0.0,Si,SI,Sí,550.0,92.0,12377.0
Mujer,RM,LAG,EAAD,ARQ,NO,1319.0,75.0,0.0,0.0,Si,SI,Sí,550.0,68.0,3094.0
Mujer,RM,LAG,EIC,IMT,NO,1541.0,96.0,0.7,0.0,Si,SI,Sí,630.0,89.0,11345.0
Mujer,RM,SAL,EIC,IIS,NO,1369.0,90.0,0.15,0.15,Si,SI,Sí,550.0,83.0,25785.0
Mujer,RO,HER,EAAD,ARQ,NO,1341.0,96.0,0.2,0.2,Si,SI,Sí,550.0,92.0,7220.0
Mujer,RO,HER,EAAD,ARQ,NO,1410.0,84.0,0.15,0.15,Si,SI,Sí,550.0,87.0,9283.0
Mujer,RO,HER,EAAD,ARQ,NO,1504.0,87.0,0.0,0.0,Si,SI,Sí,550.0,86.0,8245.0
Mujer,RO,HER,EAAD,ARQ,NO,1469.0,95.0,0.3,0.3,Si,SI,Sí,600.0,92.0,11294.0
Mujer,RO,HER,EAAD,LDI,NO,1438.0,90.0,0.3,0.3,Si,SI,Sí,550.0,91.0,10306.0
Mujer,RO,LEO,EIC,IIS,NO,1386.0,96.0,0.0,0.0,Si,SI,Sí,563.0,88.0,19597.0
Mujer,RO,AGS,EN,LDN,NO,1205.0,97.0,0.2,0.0,Si,SI,Sí,550.0,92.0,2886.0
Mujer,RO,AGS,EN,LDN,NO,1410.0,80.0,0.3,0.0,Si,SI,Sí,550.0,90.0,12368.0
Mujer,RO,CMR,EN,LIN,NO,1390.0,81.0,0.0,0.0,Si,SI,Sí,550.0,89.0,11337.0
Mujer,RO,HER,EN,LIN,NO,1429.0,93.0,0.15,0.15,Si,SI,Sí,633.0,92.0,6184.0
Mujer,RO,HER,EN,LMC,NO,1324.0,94.0,0.4,0.4,Si,SI,Sí,550.0,92.0,8760.0
Mujer,RO,LEO,EN,LMC,NO,1256.0,83.0,0.0,0.0,Si,SI,Sí,560.0,94.0,10613.0
Mujer,RCS,TAM,EIC,IMT,NO,1475.0,99.0,0.04,0.0,Si,SI,Sí,550.0,98.0,22691.0
Mujer,RM,LAG,EAAD,LDI,NO,1343.0,93.0,0.35,0.25,Si,SI,Sí,600.0,93.0,8251.0
Mujer,RO,HER,EAAD,ARQ,NO,1302.0,97.0,0.4,0.4,Si,SI,Sí,550.0,92.0,8251.0
Mujer,RO,CHI,EIC,IIS,NO,1300.0,98.0,0.25,0.25,Si,SI,Sí,550.0,95.0,8664.0
Mujer,RO,CHI,EN,LAF,NO,1352.0,92.0,0.0,0.0,Si,SI,Sí,620.0,94.0,14440.0
Mujer,RO,LEO,EN,LAF,NO,1472.0,98.0,0.04,0.0,Si,SI,Sí,590.0,98.0,12377.0
Mujer,RO,LEO,EN,LIN,NO,1479.0,90.0,0.25,0.25,Si,SI,Sí,593.0,96.0,13408.0
Mujer,DR,CCV,EIC,IIS,SI,1300.0,89.0,0.0,0.4,Si,NO,Sí,550.0,89.0,6184.0
Mujer,RCS,TOL,EAAD,ARQ,SI,1168.0,84.0,0.0,0.0,Si,NO,Sí,550.0,91.0,12377.0
Mujer,RCS,HGO,EIC,IIS,SI,1123.0,85.0,0.15,0.15,Si,NO,Sí,550.0,85.0,20613.0
Mujer,RCS,HGO,EIC,ITI,SI,1225.0,81.0,0.0,0.0,Si,NO,Sí,550.0,82.0,20628.0
