Foraneo,FGS,Rubrica_CyE,PromMate,Ingles,FTE,P_Beca,P_Prestamo,Retencion1erA,Prom1erSem,Prom2doSem,Prom1erA,Escuela_0,Escuela_1,Genero_Femenino,HijoMilitar_NO,HijoMilitar_SI,Prog_Lider_NO,Prog_Lider_SI
Local,No,35.0,82.74521609790698,6,1.0,0.0,0.0,1,93.66666667,90.375,91.83333333,0,1,1,1,0,1,0
Local,Sí,35.0,82.74521609790698,5,1.0,0.0,0.0,1,89.75,0.0,91.16666667,1,0,1,0,1,1,0
Local,No,25.0,82.74521609790698,5,1.0,0.0,0.0,1,92.66666667,92.125,92.33333333,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,91.16666667,91.5,91.69444444,0,1,1,1,0,1,0
SI: Nacional,No,35.0,82.74521609790698,5,1.0,0.0,0.0,1,90.66666667,91.7,90.36111111,0,1,1,1,0,1,0
Local,Sí,50.0,82.74521609790698,3,1.0,0.0,0.0,1,89.14285714,90.77777778,88.65714286,0,1,1,1,0,1,0
Local,No,26.0,82.74521609790698,6,1.0,0.0,0.0,1,86.3,84.5,89.27777778,0,1,1,1,0,1,0
Local,Sí,26.0,82.74521609790698,2,1.0,0.0,0.0,0,70.5,73.2,79.75,0,1,1,1,0,1,0
SI: Nacional,No,36.0,82.74521609790698,6,1.0,0.0,0.0,1,96.8,92.9,95.0,0,1,1,0,1,1,0
Local,Sí,35.0,82.74521609790698,6,1.0,0.0,0.0,1,91.9,83.9,88.69444444,0,1,1,1,0,1,0
Local,No,31.0,82.74521609790698,6,1.0,0.0,0.0,0,0.0,0.0,0.0,0,1,1,1,0,1,0
Local,No,0.0,88.0,7,1.0,0.4,0.0,1,91.66666667,94.83333333,93.25,0,1,1,1,0,1,0
Local,No,0.0,78.5,7,1.0,0.0,0.0,0,95.8,0.0,95.66666667,0,1,1,1,0,1,0
Local,No,0.0,82.5,7,1.0,0.0,0.0,1,82.33333333,85.0,83.05555556,1,0,1,1,0,1,0
Local,No,0.0,85.5,7,1.0,0.0,0.0,0,13.42857143,0.0,15.0,0,1,1,1,0,1,0
Local,No,0.0,75.0,7,1.0,0.0,0.0,1,84.5,79.71428571,83.66666667,0,1,1,1,0,1,0
Local,No,36.0,82.74521609790698,6,1.0,0.0,0.0,0,83.9,93.11111111,87.66666667,0,1,1,1,0,1,0
Local,No,0.0,80.5,7,1.0,0.2,0.2,1,78.71428571,83.57142857,82.32352941,1,0,1,1,0,1,0
Local,No,0.0,83.0,2,0.9375,0.0,0.0,1,88.71428571,91.125,89.21212121,1,0,1,1,0,1,0
SI: Nacional,Sin información,0.0,89.0,7,1.0,0.0,0.0,1,87.4,86.85714286,87.05555556,0,1,1,1,0,1,0
Local,No,0.0,85.0,7,1.0,0.2,0.2,1,92.7,94.0,92.97222222,0,1,1,1,0,1,0
Local,No,0.0,73.0,7,1.0,0.0,0.0,1,96.0,97.55555556,96.83333333,0,1,1,1,0,1,0
Local,No,0.0,81.0,7,1.0,0.0,0.0,1,79.66666667,81.83333333,81.17391304,1,0,1,1,0,1,0
Local,No,0.0,87.0,7,1.0,0.0,0.0,1,93.1,97.2,95.13888889,0,1,1,1,0,1,0
Local,No,0.0,95.5,7,1.0,0.4,0.2,1,94.55555556,95.9,94.88888889,0,1,1,1,0,1,0
Local,No,0.0,93.0,7,1.0,0.0,0.0,1,93.0,93.125,93.22222222,1,0,1,1,0,1,0
Local,Sin información,0.0,78.5,7,1.0,0.0,0.0,0,79.125,0.0,80.38888889,1,0,1,1,0,1,0
Local,No,0.0,70.5,7,1.0,0.0,0.2,1,89.1,95.1,91.61111111,0,1,1,1,0,1,0
Local,No,0.0,94.5,7,1.0,0.4,0.2,1,91.6,96.4,94.05555556,0,1,1,1,0,1,0
Local,No,0.0,94.0,7,0.875,0.25,0.25,1,85.42857143,85.75,86.88888889,1,0,1,1,0,1,0
Local,No,0.0,90.0,7,1.0,0.4,0.0,1,92.8,95.77777778,93.02777778,0,1,1,1,0,1,0
Local,No,0.0,93.5,7,1.0,0.3,0.0,1,91.5,94.33333333,92.44444444,1,0,1,1,0,1,0
SI: Nacional,No,44.0,89.0,7,1.104166667,0.5,0.0,1,98.4,94.9,97.12195122,0,1,1,1,0,1,0
Local,No,0.0,73.5,7,1.0,0.0,0.0,1,90.7,94.0,91.69444444,0,1,1,1,0,1,0
Local,No,0.0,82.5,7,1.0,0.2,0.2,1,89.7,94.2,92.41666667,0,1,1,1,0,1,0
Local,No,0.0,82.5,7,1.0,0.2,0.2,1,83.85714286,90.88888889,87.83333333,1,0,1,1,0,1,0
Local,No,0.0,83.0,5,1.0,0.9,0.0,1,87.8,89.5,89.0,0,1,1,1,0,1,0
SI: Nacional,No,0.0,94.0,7,1.0,0.0,0.0,1,86.14285714,93.33333333,91.08333333,1,0,1,1,0,1,0
SI: Nacional,No,0.0,93.5,7,1.0,0.0,0.0,1,94.33333333,95.33333333,94.83333333,0,1,1,1,0,1,0
Local,No,0.0,92.0,7,1.0,0.25,0.25,1,94.5,95.0,94.75,0,1,1,1,0,1,0
Local,No,0.0,73.0,7,1.0,0.2,0.2,1,92.4,92.16666667,91.25,0,1,1,1,0,1,0
Local,No,0.0,81.0,7,0.916666667,0.0,0.0,1,89.5,94.8,91.19444444,0,1,1,1,0,1,0
Local,No,0.0,85.0,7,1.0,0.4,0.0,1,94.1,95.2,94.13888889,0,1,1,1,0,1,0
Local,No,0.0,91.5,7,1.0,0.45,0.25,1,93.2,97.2,96.23529412,1,0,1,1,0,1,0
Local,Sin información,0.0,93.0,7,1.0,0.0,0.0,1,95.1,95.0,94.69444444,0,1,1,1,0,1,0
Local,No,0.0,98.0,7,1.0,0.5,0.2,1,97.25,98.0,97.80555556,1,0,1,1,0,1,0
Local,No,48.0,82.74521609790698,6,1.0,0.4,0.0,1,92.28571429,95.375,94.33333333,1,0,1,1,0,1,0
Local,No,0.0,91.0,7,1.0,0.0,0.0,1,96.4,97.22222222,96.97222222,0,1,1,1,0,1,0
Local,No,0.0,85.5,7,1.0,0.4,0.0,0,95.4,0.0,93.33333333,0,1,1,1,0,1,0
Local,No,0.0,79.5,7,1.0,0.9,0.0,0,0.0,0.0,0.0,0,1,1,1,0,1,0
Local,No,0.0,69.5,7,1.0,0.1,0.1,1,93.2,94.8,93.72222222,0,1,1,1,0,1,0
Local,No,0.0,94.5,7,1.0,0.4,0.0,1,92.875,96.125,93.94444444,1,0,1,1,0,1,0
SI: Nacional,No,0.0,97.5,7,1.0,0.25,0.25,1,92.85714286,93.88888889,94.08333333,1,0,1,1,0,1,0
SI: Nacional,Sin información,0.0,94.5,7,1.0,0.0,0.0,1,92.71428571,93.66666667,92.58823529,1,0,1,1,0,1,0
SI: Nacional,No,0.0,94.0,7,1.104166667,0.5,0.1,0,85.63636364,0.0,88.52631579,0,1,1,1,0,1,0
Local,No,0.0,79.5,7,1.0,0.0,0.0,1,86.71428571,88.0,90.11111111,0,1,1,1,0,1,0
Local,No,0.0,96.5,7,0.958333333,0.0,0.0,1,90.85714286,91.625,91.08333333,1,0,1,1,0,1,0
Local,Sin información,0.0,72.5,7,0.708333333,0.0,0.0,0,78.16666667,0.0,79.61538462,1,0,1,1,0,1,0
Local,No,0.0,95.5,7,1.0,0.4,0.0,1,89.57142857,89.33333333,88.02777778,1,0,1,1,0,1,0
Local,Sí,0.0,87.5,7,1.0,0.25,0.25,1,93.11111111,97.3,94.52777778,0,1,1,1,0,1,0
Local,No,0.0,75.0,4,1.0,0.0,0.0,1,35.2,15.6,24.76190476,1,0,1,1,0,1,0
Local,No,0.0,84.5,7,1.0,0.0,0.0,1,82.8,90.0,87.5,0,1,1,1,0,1,0
Local,No,0.0,85.5,7,1.0,0.0,0.0,1,94.83333333,97.6,96.08333333,0,1,1,1,0,1,0
Local,No,0.0,90.5,7,1.0,0.15,0.15,1,85.125,85.22222222,84.52777778,1,0,1,1,0,1,0
Local,No,0.0,87.0,7,1.0,0.45,0.25,1,92.9,92.7,92.05555556,0,1,1,1,0,1,0
SI: Nacional,No,0.0,63.0,7,1.0,0.0,0.0,1,92.44444444,95.8,94.0,0,1,1,1,0,1,0
Local,No,0.0,98.0,7,1.0,0.4,0.0,1,96.2,98.5,96.75,0,1,1,1,0,1,0
Local,No,0.0,84.5,7,1.0,0.4,0.0,1,93.4,92.7,92.91666667,0,1,1,1,0,1,0
Local,No,0.0,80.0,7,1.0,0.0,0.0,1,93.9,95.11111111,94.27272727,0,1,1,1,0,1,0
Local,No,0.0,84.5,7,1.0,0.0,0.0,1,92.2,92.7,91.97222222,0,1,1,1,0,1,0
Local,No,0.0,85.5,7,1.0,0.0,0.0,0,91.57142857,92.85714286,95.02777778,0,1,1,1,0,1,0
Local,No,0.0,92.0,7,1.0,0.9,0.0,1,94.2,91.66666667,92.25,0,1,1,1,0,1,0
Local,No,0.0,95.0,7,1.0,0.4,0.0,1,94.0,97.5,96.27777778,1,0,1,1,0,1,0
Local,Sí,0.0,74.0,7,1.0,0.4,0.0,1,93.55555556,96.5,94.52777778,0,1,1,1,0,1,0
Local,No,0.0,87.0,7,1.0,0.35,0.25,1,90.3,92.44444444,89.36111111,0,1,1,1,0,1,0
Local,No,0.0,83.0,7,1.0,0.25,0.25,1,93.4,94.8,94.1,0,1,1,1,0,1,0
Local,No,0.0,91.5,7,1.0,0.55,0.25,1,87.57142857,94.125,93.5,0,1,1,1,0,1,0
SI: Nacional,No,0.0,99.0,7,1.0,0.4,0.0,1,96.25,97.25,95.91666667,1,0,1,1,0,1,0
SI: Nacional,No,36.0,80.5,7,1.104166667,0.1,0.1,1,81.91666667,84.5,86.86111111,0,1,1,1,0,1,0
SI: Nacional,No,48.0,82.74521609790698,6,1.0,0.0,0.0,0,17.85714286,0.0,17.44444444,0,1,1,1,0,1,0
Local,No,36.0,82.74521609790698,6,1.0,0.0,0.0,1,97.1,95.6,95.91666667,0,1,1,1,0,1,0
SI: Nacional,Sí,44.0,95.0,7,1.0,0.2,0.2,1,97.6,98.8,97.88888889,0,1,1,1,0,1,0
Local,Sin información,0.0,78.0,7,1.0,0.0,0.0,1,80.33333333,85.28571429,82.15151515,1,0,1,1,0,1,0
Local,No,0.0,86.0,7,1.0,0.0,0.0,1,91.28571429,93.25,92.66666667,0,1,1,1,0,1,0
Local,No,0.0,70.0,7,1.0,0.0,0.0,1,83.6,88.83333333,86.08333333,0,1,1,1,0,1,0
Local,No,0.0,94.5,7,1.0,0.5,0.2,1,94.71428571,93.5,93.75,1,0,1,1,0,1,0
Local,No,36.0,82.74521609790698,6,0.4375,0.0,0.0,0,85.0,0.0,88.6,0,1,1,1,0,1,0
Local,No,0.0,81.0,7,1.0,0.0,0.0,1,88.22222222,94.0,91.38888889,0,1,1,1,0,1,0
SI: Nacional,Sí,0.0,96.5,7,1.0,0.15,0.15,1,93.28571429,97.0,95.63888889,1,0,1,1,0,1,0
SI: Nacional,Sí,0.0,80.0,7,1.0,0.0,0.0,1,61.22222222,57.5,58.25,0,1,1,1,0,1,0
SI: Nacional,No,32.0,88.5,7,1.0,0.0,0.0,1,78.44444444,79.66666667,81.25,0,1,1,1,0,1,0
Local,No,0.0,93.0,7,1.0,0.4,0.2,1,94.5,93.88888889,94.38888889,1,0,1,1,0,1,0
SI: Nacional,No,0.0,92.0,7,1.0,0.0,0.0,1,93.66666667,96.6,95.33333333,0,1,1,1,0,1,0
Local,Sin información,0.0,90.5,7,1.0,0.0,0.0,1,87.0,94.1,91.36111111,0,1,1,1,0,1,0
Local,No,0.0,79.5,7,0.875,0.7,0.0,1,77.4,85.42857143,82.3,1,0,1,1,0,1,0
Local,No,0.0,78.5,7,1.0,0.5,0.0,1,93.71428571,92.625,93.30555556,0,1,1,1,0,1,0
Local,No,0.0,91.5,7,0.666666667,0.0,0.0,0,90.25,0.0,91.83333333,0,1,1,1,0,1,0
Local,No,0.0,91.5,7,1.0,0.4,0.0,1,90.85714286,95.5,93.36111111,0,1,1,1,0,1,0
Local,No,0.0,93.0,7,1.0,0.5,0.0,1,93.71428571,98.83333333,96.30555556,1,0,1,1,0,1,0
Local,No,0.0,83.0,7,1.0,0.0,0.25,1,94.1,96.88888889,95.05555556,0,1,1,1,0,1,0
SI: Nacional,No,0.0,99.0,7,1.0,0.5,0.25,1,97.875,99.0,98.77777778,1,0,1,1,0,1,0
SI: Nacional,No,34.0,82.74521609790698,5,1.0,0.65,0.25,1,85.8,92.14285714,90.72972973,1,0,1,1,0,1,0
Local,No,0.0,88.5,3,1.0,0.0,0.0,1,85.9,95.3,89.77777778,0,1,1,1,0,1,0
Local,No,0.0,100.0,7,1.0,0.6,0.0,1,98.0,99.55555556,98.44444444,1,0,1,1,0,1,0
Local,No,0.0,89.0,7,1.0,0.0,0.0,1,80.75,85.2,83.18918919,1,0,1,1,0,1,0
SI: Nacional,No,0.0,82.0,7,1.0,0.6,0.0,1,93.77777778,96.22222222,95.41666667,0,1,1,1,0,1,0
Local,No,0.0,89.0,7,1.0,0.4,0.0,1,96.66666667,99.0,97.72727273,0,1,1,1,0,1,0
Local,No,0.0,81.0,7,1.0,0.2,0.2,1,72.8,89.4,81.09090909,0,1,1,1,0,1,0
Local,No,0.0,73.5,7,0.916666667,0.1,0.1,1,87.0,94.7,90.83333333,0,1,1,1,0,1,0
Local,Sin información,0.0,70.5,7,0.916666667,0.0,0.0,1,93.9,93.0,93.91666667,0,1,1,1,0,1,0
Local,No,0.0,88.5,5,0.916666667,0.1,0.1,0,95.2,96.7,95.86111111,0,1,1,1,0,1,0
Local,No,0.0,79.0,3,1.0,0.0,0.25,1,82.14285714,88.0,87.33333333,0,1,1,1,0,1,0
SI: Nacional,No,0.0,80.5,5,1.0,0.0,0.0,1,86.1,91.0,89.25,0,1,1,1,0,1,0
Local,Sí,0.0,92.5,7,1.0,0.0,0.0,1,94.4,92.6,93.25,0,1,1,0,1,1,0
Local,No,0.0,91.5,7,1.0,0.4,0.0,1,91.4,98.33333333,95.5,0,1,1,1,0,1,0
Local,No,0.0,78.5,7,1.0,0.0,0.0,1,86.57142857,89.875,88.13888889,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.4,0.0,1,92.2,98.83333333,95.0,0,1,1,1,0,1,0
SI: Nacional,No,0.0,90.0,7,1.0,0.4,0.0,0,84.6,0.0,87.33333333,0,1,1,1,0,1,0
Local,No,0.0,89.5,7,0.916666667,0.0,0.0,1,90.9,93.4,92.69444444,0,1,1,1,0,1,0
Local,No,0.0,88.0,7,1.0,0.0,0.0,1,88.0,91.11111111,89.38888889,1,0,1,1,0,1,0
Local,No,0.0,79.5,7,1.0,0.2,0.2,0,89.6,0.0,90.44444444,0,1,1,1,0,1,0
Local,No,0.0,80.5,7,1.0,0.0,0.0,1,89.0,92.16666667,89.66666667,0,1,1,1,0,1,0
Local,No,0.0,91.5,7,1.0,0.0,0.0,1,93.83333333,97.83333333,95.83333333,0,1,1,1,0,1,0
Local,Sí,0.0,72.5,3,0.666666667,0.0,0.25,1,86.2,85.6,84.75,1,0,1,1,0,1,0
Local,No,0.0,86.5,7,1.0,0.2,0.2,1,90.14285714,85.77777778,88.77777778,1,0,1,1,0,1,0
Local,No,0.0,79.5,7,1.0,0.2,0.2,0,83.66666667,86.9,85.45454545,0,1,1,1,0,1,0
SI: Nacional,No,40.0,98.5,7,1.0,0.4,0.0,1,97.22222222,95.3,96.27777778,0,1,1,1,0,1,0
Local,No,0.0,86.5,7,1.0,0.2,0.2,1,92.0,89.75,91.02777778,0,1,1,1,0,1,0
Local,No,0.0,73.0,7,0.916666667,0.0,0.0,1,89.4,93.0,89.77777778,0,1,1,1,0,1,0
Local,Sí,0.0,79.0,3,1.0,0.0,0.0,1,87.8,90.5,89.08333333,0,1,1,1,0,1,0
Local,Sin información,0.0,74.0,5,1.0,0.0,0.0,1,80.42857143,82.0,80.83333333,0,1,1,1,0,1,0
Local,No,0.0,85.5,7,1.0,0.4,0.1,1,83.9,91.2,87.13888889,0,1,1,1,0,1,0
Local,No,0.0,94.0,5,1.0,0.25,0.25,1,89.5,92.88888889,91.12820513,1,0,1,1,0,1,0
Local,No,0.0,92.0,7,1.0,0.1,0.1,1,94.0,99.16666667,96.5,0,1,1,1,0,1,0
Local,No,0.0,84.0,7,0.958333333,0.0,0.0,1,81.16666667,91.11111111,86.45945946,1,0,1,1,0,1,0
Local,No,38.0,82.74521609790698,6,1.0,0.0,0.0,1,89.5,96.2,93.15384615,0,1,1,1,0,1,0
Local,No,0.0,96.5,7,1.0,0.6,0.0,1,97.5,97.16666667,97.33333333,0,1,1,1,0,1,0
Local,No,0.0,71.0,7,0.958333333,0.0,0.0,0,81.57142857,89.28571429,84.2,1,0,1,1,0,1,0
Local,Sí,0.0,67.0,4,1.0,0.0,0.0,1,82.0,88.66666667,85.25,0,1,1,1,0,1,0
Local,Sí,0.0,83.0,4,1.0,0.0,0.0,1,89.4,82.6,86.16666667,0,1,1,1,0,1,0
Local,Sin información,0.0,82.0,7,1.0,0.0,0.0,1,95.85714286,93.77777778,94.91666667,1,0,1,1,0,1,0
Local,Sin información,42.0,82.74521609790698,6,1.0,0.0,0.0,1,84.71428571,87.77777778,85.30555556,1,0,1,1,0,1,0
Local,Sí,0.0,87.5,3,1.0,0.4,0.25,1,81.375,82.57142857,82.35294118,1,0,1,1,0,1,0
Local,No,0.0,82.0,7,1.0,0.0,0.0,1,92.33333333,96.8,94.08333333,0,1,1,1,0,1,0
Local,No,0.0,78.0,7,1.0,0.0,0.0,1,63.875,89.66666667,76.60606061,1,0,1,1,0,1,0
Local,No,0.0,91.0,7,1.0,0.2,0.2,1,86.0,95.0,91.83870968,1,0,1,1,0,1,0
Local,No,0.0,80.5,7,1.0,0.0,0.0,1,92.6,95.1,92.86111111,0,1,1,1,0,1,0
Local,No,0.0,89.0,7,0.708333333,0.2,0.2,1,92.16666667,88.83333333,91.06896552,1,0,1,1,0,1,0
Local,No,0.0,77.0,7,1.0,0.1,0.1,1,87.25,85.22222222,86.25,1,0,1,1,0,1,0
Local,Sí,46.0,82.74521609790698,6,1.0,0.2,0.0,1,94.125,92.85714286,91.15789474,1,0,1,1,0,0,1
Local,No,46.0,82.74521609790698,6,1.0,0.0,0.0,1,86.6,95.3,92.63888889,0,1,1,1,0,1,0
Local,Sí,35.0,82.74521609790698,5,0.833333333,0.55,0.25,0,74.57142857,84.2,81.69565217,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,5,1.0,0.55,0.25,1,89.9,92.7,91.83333333,0,1,1,1,0,1,0
SI: Nacional,No,31.0,82.74521609790698,7,1.0,0.4,0.0,1,89.14285714,91.125,89.83783784,1,0,1,1,0,1,0
SI: Nacional,No,34.0,82.74521609790698,6,1.0,0.0,0.0,1,91.25,90.88888889,91.08333333,1,0,1,1,0,1,0
Local,No,38.0,82.74521609790698,5,1.0,0.4,0.0,0,0.0,0.0,0.0,0,1,1,1,0,1,0
SI: Extranjero,No,36.0,82.74521609790698,6,1.0,0.0,0.0,1,88.5,89.33333333,89.11111111,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.2,0.2,1,90.75,96.5,95.03225806,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,1,1.0,0.7,0.0,1,96.0,97.375,96.28205128,1,0,1,1,0,1,0
Local,No,23.0,82.74521609790698,6,1.0,0.25,0.25,1,93.875,93.44444444,93.41666667,1,0,1,1,0,1,0
Local,No,31.0,82.74521609790698,6,1.0,0.0,0.0,1,90.5,92.0,90.66666667,1,0,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.25,0.25,1,91.3,95.0,92.86111111,0,1,1,1,0,1,0
Local,No,42.0,82.74521609790698,5,1.0,0.25,0.25,1,88.57142857,94.85714286,91.25,1,0,1,1,0,1,0
Local,No,30.0,82.74521609790698,3,1.0,0.0,0.25,1,88.1,94.88888889,93.19444444,0,1,1,1,0,1,0
SI: Extranjero,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,96.9,98.2,97.63888889,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.4,0.0,0,89.57142857,94.25,91.33333333,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,92.75,94.875,94.41666667,1,0,1,1,0,1,0
SI: Extranjero,No,46.0,82.74521609790698,6,1.0,0.3,0.0,1,94.8,97.3,95.97222222,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,0.979166667,0.0,0.0,1,96.28571429,99.125,97.95238095,1,0,1,1,0,1,0
SI: Extranjero,No,44.0,82.74521609790698,6,1.0,0.3,0.0,1,93.625,95.55555556,94.88888889,1,0,1,1,0,1,0
Local,No,38.0,82.74521609790698,6,1.0,0.0,0.0,1,81.875,94.5,88.30555556,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,5,1.0,0.0,0.0,1,90.14285714,94.71428571,92.38888889,1,0,1,1,0,1,0
Local,No,32.0,82.74521609790698,6,1.0,0.0,0.0,1,87.3,93.6,92.33333333,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,0.833333333,0.0,0.0,1,89.0,95.2,92.1,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.5,0.0,1,93.42857143,95.875,95.53846154,1,0,1,1,0,1,0
Local,No,36.0,82.74521609790698,6,1.0,0.45,0.25,1,91.4,95.16666667,93.58333333,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,97.2,98.2,97.77777778,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,94.77777778,97.1,93.86111111,0,1,1,1,0,1,0
Local,Sí,46.0,82.74521609790698,5,1.0,0.0,0.0,1,93.4,88.0,91.94444444,0,1,1,1,0,1,0
Local,No,48.0,82.74521609790698,6,0.916666667,0.0,0.0,1,93.7,95.44444444,93.58333333,0,1,1,1,0,1,0
Local,No,23.0,82.74521609790698,6,1.0,0.0,0.0,1,92.2,94.0,93.27777778,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,0.833333333,0.15,0.15,1,89.66666667,94.0,91.83870968,1,0,1,1,0,1,0
SI: Nacional,No,34.0,82.74521609790698,6,1.0,0.65,0.25,1,91.5,92.0,91.72222222,1,0,1,1,0,1,0
SI: Extranjero,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,64.14285714,81.83333333,72.33333333,0,1,1,1,0,1,0
SI: Extranjero,No,33.0,82.74521609790698,4,1.0,0.0,0.0,1,93.25,92.0,93.30555556,1,0,1,1,0,1,0
SI: Nacional,Sí,44.0,82.74521609790698,6,1.0,0.4,0.0,1,92.28571429,96.875,94.72222222,1,0,1,1,0,1,0
SI: Nacional,No,36.0,82.74521609790698,6,1.0,0.35,0.25,0,88.25,0.0,91.3125,1,0,1,1,0,1,0
SI: Nacional,No,44.0,82.74521609790698,6,1.0,0.0,0.0,1,91.71428571,88.14285714,90.61111111,0,1,1,1,0,1,0
SI: Nacional,No,25.0,82.74521609790698,5,1.0,0.65,0.25,1,89.0,88.22222222,88.63888889,1,0,1,1,0,1,0
SI: Nacional,No,35.0,82.74521609790698,3,1.0,0.45,0.25,1,89.85714286,87.88888889,88.61111111,1,0,1,1,0,1,0
SI: Nacional,No,26.0,82.74521609790698,6,1.0,0.1,0.1,1,84.25,92.2,85.61538462,0,1,1,1,0,1,0
Local,No,38.0,82.74521609790698,6,1.0,0.0,0.0,1,87.6,89.22222222,88.16666667,0,1,1,1,0,1,0
Local,No,38.0,82.74521609790698,6,1.0,0.2,0.0,1,92.9,94.3,93.94444444,0,1,1,1,0,0,1
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.4,0.0,1,93.25,96.6,94.58333333,0,1,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,94.0,97.0,95.22222222,0,1,1,1,0,1,0
Local,No,30.0,82.74521609790698,6,1.0,0.4,0.0,1,95.83333333,96.8,96.58333333,0,1,1,1,0,1,0
SI: Nacional,Sí,40.0,82.74521609790698,3,1.0,0.25,0.25,1,89.25,93.75,92.05555556,1,0,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,4,1.0,0.0,0.0,1,87.75,93.25,91.41176471,1,0,1,1,0,1,0
Local,No,30.0,82.74521609790698,6,1.0,0.0,0.0,1,82.71428571,90.0,86.33333333,1,0,1,1,0,1,0
SI: Nacional,No,30.0,82.74521609790698,6,1.0,0.0,0.0,1,93.71428571,94.66666667,94.88888889,1,0,1,1,0,1,0
SI: Nacional,No,27.0,82.74521609790698,6,1.0,0.4,0.0,1,95.16666667,93.0,94.08333333,0,1,1,1,0,1,0
Local,Sí,32.0,82.74521609790698,6,0.833333333,0.0,0.0,1,89.4,93.85714286,91.76470588,1,0,1,1,0,1,0
Local,Sin información,27.0,82.74521609790698,6,1.0,0.0,0.0,1,90.5,90.0,90.27272727,0,1,1,1,0,1,0
SI: Extranjero,No,32.0,82.74521609790698,6,1.0,0.0,0.0,1,79.71428571,88.57142857,83.56666667,1,0,1,1,0,1,0
Local,No,29.0,82.74521609790698,6,1.0,0.4,0.0,1,91.16666667,95.16666667,93.16666667,0,1,1,1,0,1,0
Local,No,34.0,82.74521609790698,6,1.0,0.4,0.0,1,82.16666667,90.0,88.08333333,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.0,0.0,1,89.8,94.3,92.13888889,0,1,1,1,0,1,0
SI: Nacional,No,31.0,82.74521609790698,4,1.0,0.35,0.25,1,93.1,96.0,94.41666667,0,1,1,1,0,1,0
Local,No,36.0,82.74521609790698,6,1.0,0.4,0.0,1,87.375,96.2,92.58974359,1,0,1,1,0,1,0
SI: Nacional,Sí,36.0,82.74521609790698,6,1.0,0.0,0.0,1,93.8,97.7,95.19444444,0,1,1,1,0,1,0
SI: Nacional,No,38.0,82.74521609790698,6,1.0,0.4,0.2,1,88.625,84.375,85.52777778,1,0,1,1,0,1,0
SI: Nacional,Sí,35.0,82.74521609790698,6,1.0,0.4,0.0,1,78.71428571,89.22222222,85.36111111,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,91.22222222,94.4,91.91666667,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,89.6,96.9,93.25,0,1,1,1,0,1,0
Local,Sí,40.0,82.74521609790698,6,1.0,0.0,0.0,1,95.4,94.66666667,95.0,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.2,0.2,1,89.83333333,90.66666667,90.69230769,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.2,0.2,1,95.0,98.0,95.66666667,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,0.833333333,0.25,0.25,1,87.0,93.83333333,90.0,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.4,0.1,1,90.3,94.4,91.52777778,0,1,1,1,0,1,0
SI: Extranjero,No,50.0,82.74521609790698,1,0.9375,0.0,0.0,1,86.71428571,91.33333333,89.41666667,1,0,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,3,0.770833333,0.0,0.0,1,91.875,91.6,91.96666667,0,1,1,1,0,1,0
Local,Sí,40.0,82.74521609790698,4,1.0,0.0,0.0,1,96.28571429,91.0,94.47222222,0,1,1,1,0,1,0
Local,No,28.0,82.74521609790698,4,1.0,0.0,0.0,1,88.2,91.75,88.9,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,86.3,87.9,87.83333333,0,1,1,1,0,1,0
