Folio,Periodo,Genero,Region,Campus,Escuela,Programa_Ini,PrepaTEC,PAA,PNA,Edad,P_Beca,P_Prestamo,Life,PI,Experiencia,TOEFL,Promedio_Gr,Sueldo_Nominal,Sueldo_Real,,
MTYIMD1643A,FJ20,Hombre,RM,MTY,EIC,IMD,SI,1468,89,24,0.20,0.20,Si,SI,Sí,667,87,17000,17521,,
MTYIME1709A,FJ20,Hombre,RM,MTY,EIC,IME,SI,1301,87,23,0.40,0.40,Si,SI,Sí,550,90,20000,20628,,
MTYIMT1409A,FJ20,Hombre,RM,MTY,EIC,IMT,SI,1332,83,23,0.00,0.00,Si,SI,Sí,550,86,25000,25785,,
MTYIMT2420A,FJ20,Hombre,RM,MTY,EIC,IMT,SI,1545,92,24,0.60,0.00,Si,SI,Sí,663,95,21000,21659,,
MTYINT1633A,FJ20,Hombre,RM,MTY,EIC,INT,SI,1406,93,24,0.90,0.00,Si,SI,Sí,663,88,21000,21643,,
MTYIQA1032A,FJ20,Hombre,RM,MTY,EIC,IQA,SI,1288,88,24,0.05,0.00,Si,SI,Sí,623,88,28471,29343,,
MTYIQA1054A,FJ20,Hombre,RM,MTY,EIC,IQA,SI,1420,93,24,0.00,0.00,Si,SI,Sí,637,88,31000,31949,,
MTYIQA1433A,FJ20,Hombre,RM,MTY,EIC,IQA,SI,1374,86,24,0.00,0.00,Si,SI,Sí,643,82,25000,25766,,
MTYIQA1615A,FJ20,Hombre,RM,MTY,EIC,IQA,SI,1510,95,23,0.60,0.00,Si,SI,Sí,658,95,,,,
MTYISD3450A,FJ20,Hombre,RM,MTY,EIC,ISD,SI,1409,87,23,0.40,0.00,Si,SI,Sí,590,87,24000,24735,,
MTYITC2446A,FJ20,Hombre,RM,MTY,EIC,ITC,SI,1718,88,23,0.00,0.00,Si,SI,Sí,593,90,20000,20613,,
MTYITC1292A,FJ20,Hombre,RM,MTY,EIC,ITC,SI,1481,94,23,0.60,0.20,Si,SI,Sí,617,95,25000,25785,,
MTYITC1721A,FJ20,Hombre,RM,MTY,EIC,ITC,SI,1586,85,23,0.20,0.00,Si,SI,Sí,630,88,11500,11861,,
MTYITC1170A,FJ20,Hombre,RM,MTY,EIC,ITC,SI,1541,97,23,0.00,0.00,Si,SI,Sí,653,92,210540,217152,,
MTYCPF1461A,FJ20,Hombre,RM,MTY,EN,LCPF,SI,1247,79,23,0.00,0.00,Si,SI,Sí,550,83,22600,23310,,
MTYCPF1421A,FJ20,Hombre,RM,MTY,EN,LCPF,SI,1598,87,23,0.00,0.00,Si,SI,Sí,603,90,16000,16502,,
MTYLAE1646A,FJ20,Hombre,RM,MTY,EN,LAE,SI,1362,75,23,0.00,0.00,Si,SI,Sí,577,84,16000,16490,,
MTYLAE1464A,FJ20,Hombre,RM,MTY,EN,LAE,SI,1259,80,23,0.80,0.00,Si,SI,Sí,590,90,8000,8214,,
MTYLAE1570A,FJ20,Hombre,RM,MTY,EN,LAE,SI,1576,82,24,0.00,0.00,Si,SI,Sí,647,83,12000,12377,,
MTYLAF1450A,FJ20,Hombre,RM,MTY,EN,LAF,SI,1420,78,23,0.00,0.00,Si,SI,Sí,567,79,21000,21659,,
MTYLAF1668A,FJ20,Hombre,RM,MTY,EN,LAF,SI,1308,78,23,0.00,0.00,Si,SI,Sí,580,81,30000,30942,,
MTYLAF2377A,FJ20,Hombre,RM,MTY,EN,LAF,SI,1379,83,23,0.00,0.00,Si,SI,Sí,670,93,18000,18565,,
MTYLEM1430A,FJ20,Hombre,RM,MTY,EN,LEM,SI,1610,84,24,0.00,0.00,Si,SI,Sí,647,80,23800,24547,,
MTYLIN3038A,FJ20,Hombre,RM,MTY,EN,LIN,SI,1277,81,23,0.00,0.00,Si,SI,Sí,617,83,21000,21643,,
GDLARQ1172W,FJ20,Hombre,RO,GDA,EAAD,ARQ,SI,1522,85,22,0.00,0.00,Si,SI,Sí,600,90,30000,30919,,
GDLIC2009W,FJ20,Hombre,RO,GDA,EIC,IC,SI,1649,89,23,0.35,0.35,Si,SI,Sí,560,87,40345,41612,,
GDLIIS070W,FJ20,Hombre,RO,GDA,EIC,IIS,SI,1336,83,23,0.20,0.30,Si,SI,Sí,550,86,11000,11345,,
GDLIMA1999W,FJ20,Hombre,RO,GDA,EIC,IMA,SI,1444,92,23,0.25,0.00,Si,SI,Sí,593,91,52000,53633,,
GDLIMT063W,FJ20,Hombre,RO,GDA,EIC,IMT,SI,1429,93,23,0.15,0.25,Si,SI,Sí,520,88,15000,15471,,
GDLIMT2190W,FJ20,Hombre,RO,GDA,EIC,IMT,SI,1541,93,24,0.00,0.00,Si,SI,Sí,627,87,11500,11861,,
GDLIMT747W,FJ20,Hombre,RO,GDA,EIC,IMT,SI,1519,88,24,0.15,0.00,Si,SI,Sí,643,92,31666,32636,,
GDLLAF1970W,FJ20,Hombre,RO,GDA,EN,LAF,SI,1276,75,25,0.00,0.00,Si,SI,Sí,570,75,15000,15471,,
CCMARQ2872Q,FJ20,Hombre,RCM,CCM,EAAD,ARQ,SI,1531,95,23,0.60,0.00,Si,SI,Sí,650,96,,,,
CCMITC2891Q,FJ20,Hombre,RCM,CCM,EIC,ITC,SI,1454,95,22,0.60,0.00,Si,SI,Sí,657,96,29000,29911,,
CSFIIS28862,FJ20,Hombre,RCM,CSF,EIC,IIS,SI,1246,90,23,0.00,0.00,Si,SI,Sí,550,94,25000,25766,,
CSFIMT8212,FJ20,Hombre,RCM,CSF,EIC,IMT,SI,1620,88,23,0.00,0.00,Si,SI,Sí,623,93,156681,161601,,
CCMLAF2821Q,FJ20,Hombre,RCM,CCM,EN,LAF,SI,1584,87,24,0.10,0.00,Si,SI,Sí,603,94,22000,22691,,
PUELCD2007PUE,FJ20,Hombre,RCS,PUE,EHE,LCMD,SI,1391,93,24,0.40,0.20,Si,SI,Sí,613,96,6000,6184,,
QROIIS3009M,FJ20,Hombre,RCS,QRO,EIC,IIS,SI,1510,97,24,0.60,0.15,Si,SI,Sí,577,96,19000,19597,,
QROIMT1812M,FJ20,Hombre,RCS,QRO,EIC,IMT,SI,1475,96,22,0.40,0.40,Si,SI,Sí,560,95,7800,8039,,
QROISC032M,FJ20,Hombre,RCS,QRO,EIC,ISC,SI,1487,97,23,0.60,0.20,Si,SI,Sí,613,97,179537,185175,,
MTYLAD1437A,FJ20,Hombre,RM,MTY,EAAD,LAD,SI,1661,88,23,0.00,0.00,Si,SI,Sí,594,93,21000,21659,,
MTYIDS3067A,FJ20,Hombre,RM,MTY,EIC,IDS,SI,1530,94,22,0.90,0.00,Si,SI,Sí,610,95,5500,5668,,
MTYIIS2393A,FJ20,Hombre,RM,MTY,EIC,IIS,SI,1571,90,23,0.25,0.00,Si,SI,Sí,620,94,52000,53389,,
MTYIMA2445A,FJ20,Hombre,RM,MTY,EIC,IMA,SI,1451,93,23,0.00,0.00,Si,SI,Sí,657,96,24000,24754,,
MTYIQA1635A,FJ20,Hombre,RM,MTY,EIC,IQA,SI,1651,94,23,0.00,0.00,Si,SI,Sí,660,95,20000,20628,,
MTYITC1516A,FJ20,Hombre,RM,MTY,EIC,ITC,SI,1520,98,23,0.60,0.00,Si,SI,Sí,610,98,191934,197962,,
MTYCPF2400A,FJ20,Hombre,RM,MTY,EN,LCPF,SI,1512,90,23,0.00,0.00,Si,SI,Sí,630,95,25000,25668,,
VERLAE3640P,FJ20,Mujer,DR,CCV,EN,LAE,NO,1338,91,,0.90,0.00,Si,NO,No,550,,10000,10314,,
HGOIIS2344J,FJ20,Mujer,RCS,HGO,EIC,IIS,NO,,,,0.00,0.00,Si,NO,No,550,,8000,8245,,
HGOLAE2291J,FJ20,Mujer,RCS,HGO,EN,LAE,NO,,,,0.00,0.00,Si,NO,No,550,,14000,14440,,
LEOARQ174L,FJ20,Mujer,RO,LEO,EAAD,ARQ,NO,,,,0.00,0.00,Si,NO,No,590,,10000,10314,,
CHIIBT3666E,FJ20,Mujer,RO,CHI,EIC,IBT,NO,1341,90,24,0.25,0.35,Si,NO,No,520,85,8000,8245,,
CHILDE3697E,FJ20,Mujer,RO,CHI,EN,LCDE,NO,1165,87,24,0.00,0.00,Si,NO,No,520,86,18000,18551,,
SLPLAE3723N,FJ20,Mujer,RCS,SLP,EN,LAE,NO,1379,77,22,0.00,0.00,Si,SI,No,550,89,8000,8214,,
CHIARQ272E,FJ20,Mujer,RO,CHI,EAAD,ARQ,SI,1194,82,22,0.90,0.00,Si,NO,No,500,85,10000,10314,,
LEOLDI171L,FJ20,Mujer,RO,LEO,EAAD,LDI,SI,1549,83,23,0.15,0.15,Si,NO,No,547,87,9000,9283,,
HGOCPF2314J,FJ20,Mujer,RCS,HGO,EN,LCPF,SI,1177,84,22,0.00,0.00,Si,SI,No,550,88,17000,17534,,
HGOCPF2330J,FJ20,Mujer,RCS,HGO,EN,LCPF,SI,1198,86,22,0.00,0.00,Si,SI,No,550,90,10000,10306,,
HERARQ727Z,FJ20,Mujer,RO,HER,EAAD,ARQ,SI,1475,77,24,0.00,0.00,Si,SI,No,550,83,0,0,,
CHIIC1530E,FJ20,Mujer,RO,CHI,EIC,IC,SI,1338,85,23,0.10,0.10,Si,SI,No,553,88,9793,10100,,
VERIIS3630P,FJ20,Mujer,DR,CCV,EIC,IIS,NO,1402,90,25,0.20,0.40,Si,NO,Sí,550,89,14000,14429,,
VERIIS3633P,FJ20,Mujer,DR,CCV,EIC,IIS,NO,1496,92,24,0.30,0.30,Si,NO,Sí,550,93,12000,12377,,
VERLAE3638P,FJ20,Mujer,DR,CCV,EN,LAE,NO,1305,81,,0.20,0.20,Si,NO,Sí,550,87,12000,12368,,
TOLARQ3109O,FJ20,Mujer,RCS,TOL,EAAD,ARQ,NO,1191,93,24,0.35,0.35,Si,NO,Sí,550,91,9000,9283,,
CVAITC3580T,FJ20,Mujer,RCS,CVA,EIC,ITC,NO,1308,88,24,0.25,0.35,Si,NO,Sí,550,90,17000,17521,,
SLPIIS1248N,FJ20,Mujer,RCS,SLP,EIC,IIS,NO,1346,76,24,0.00,0.00,Si,NO,Sí,550,84,20000,20613,,
TOLIBT3142O,FJ20,Mujer,RCS,TOL,EIC,IBT,NO,1487,92,24,0.70,0.00,Si,NO,Sí,600,90,17500,18050,,
TOLIIS3151O,FJ20,Mujer,RCS,TOL,EIC,IIS,NO,1378,94,23,0.50,0.00,Si,NO,Sí,550,92,13300,13707,,
SLPLAF1265N,FJ20,Mujer,RCS,SLP,EN,LAF,NO,,,,0.00,0.00,Si,NO,Sí,550,,7000,7214,,
SLPLAF3713N,FJ20,Mujer,RCS,SLP,EN,LAF,NO,1366,83,23,0.30,0.30,Si,NO,Sí,550,88,18000,18551,,
TOLCPF3114O,FJ20,Mujer,RCS,TOL,EN,LCPF,NO,1284,78,25,0.00,0.00,Si,NO,Sí,550,81,18000,18565,,
TOLLAE3159O,FJ20,Mujer,RCS,TOL,EN,LAE,NO,1307,97,23,0.25,0.25,Si,NO,Sí,550,92,23000,23722,,
TOLLIN3139O,FJ20,Mujer,RCS,TOL,EN,LIN,NO,1311,91,23,0.30,0.30,Si,NO,Sí,550,91,13500,13924,,
LAGARQ2146F,FJ20,Mujer,RM,LAG,EAAD,ARQ,NO,1490,98,24,0.35,0.35,Si,NO,Sí,520,92,10000,10306,,
LAGIBN2172F,FJ20,Mujer,RM,LAG,EIC,IBN,NO,1301,97,22,0.35,0.35,Si,NO,Sí,520,89,10000,10306,,
LAGLAE651F,FJ20,Mujer,RM,LAG,EN,LAE,NO,1257,89,24,0.00,0.00,Si,NO,Sí,600,83,20000,20628,,
CMRARQ10848,FJ20,Mujer,RO,CMR,EAAD,ARQ,NO,1294,76,28,0.00,0.00,Si,NO,Sí,553,74,10000,10267,,
HERLDI739Z,FJ20,Mujer,RO,HER,EAAD,LDI,NO,1399,90,23,0.30,0.30,Si,NO,Sí,600,92,10000,10306,,
AGSIIS22561,FJ20,Mujer,RO,AGS,EIC,IIS,NO,,,,0.00,0.00,Si,NO,Sí,550,,20000,20613,,
AGSIMT22671,FJ20,Mujer,RO,AGS,EIC,IMT,NO,1454,97,22,0.20,0.00,Si,NO,Sí,550,89,16000,16502,,
CMRIMT11378,FJ20,Mujer,RO,CMR,EIC,IMT,NO,1493,94,22,0.20,0.00,Si,NO,Sí,550,92,13000,13398,,
HERIIS2232Z,FJ20,Mujer,RO,HER,EIC,IIS,NO,1448,99,23,0.20,0.00,Si,NO,Sí,550,88,18000,18565,,
LEOIIS149L,FJ20,Mujer,RO,LEO,EIC,IIS,NO,,,,0.00,0.00,Si,NO,Sí,520,,10000,10306,,
AGSLIN22611,FJ20,Mujer,RO,AGS,EN,LIN,NO,1322,80,,0.00,0.00,Si,NO,Sí,550,84,6000,6184,,
CMRLAE11418,FJ20,Mujer,RO,CMR,EN,LAE,NO,1339,90,23,0.30,0.00,Si,NO,Sí,550,90,8000,8214,,
SINLMC1191Y,FJ20,Mujer,RO,SIN,EN,LMC,NO,1453,99,24,0.00,0.00,Si,NO,Sí,527,80,10000,10306,,
VERIIS3634P,FJ20,Mujer,DR,CCV,EIC,IIS,NO,1478,90,24,0.30,0.30,Si,NO,Sí,550,95,11200,11552,,
SLPLIN1259N,FJ20,Mujer,RCS,SLP,EN,LIN,NO,,,,0.00,0.00,Si,NO,Sí,627,,19000,19582,,
LEOLMC209L,FJ20,Mujer,RO,LEO,EN,LMC,NO,,,,0.00,0.00,Si,NO,Sí,610,,10000,10306,,
SINLAF1204Y,FJ20,Mujer,RO,SIN,EN,LAF,NO,1359,96,23,0.10,0.25,Si,NO,Sí,550,94,15000,15459,,
CDJLDN2193D,FJ20,Mujer,DR,CDJ,EN,LDN,NO,1328,71,26,0.00,0.00,Si,SI,Sí,550,83,18000,18565,,
ZACLDN3430I,FJ20,Mujer,DR,ZAC,EN,LDN,NO,1277,88,23,0.00,0.00,Si,SI,Sí,550,88,18000,18565,,
SLPINT3725N,FJ20,Mujer,RCS,SLP,EIC,INT,NO,1201,82,23,0.25,0.25,Si,SI,Sí,550,88,20833,21487,,
SLPLIN3726N,FJ20,Mujer,RCS,SLP,EN,LIN,NO,1166,89,23,0.35,0.35,Si,SI,Sí,550,91,35253,36333,,
TAMLDN119H,FJ20,Mujer,RCS,TAM,EN,LDN,NO,1207,91,23,0.20,0.00,Si,SI,Sí,550,92,12000,12377,,
LAGARQ2106F,FJ20,Mujer,RM,LAG,EAAD,ARQ,NO,1319,75,28,0.00,0.00,Si,SI,Sí,550,68,3000,3094,,
LAGIMT2124F,FJ20,Mujer,RM,LAG,EIC,IMT,NO,1541,96,23,0.70,0.00,Si,SI,Sí,630,89,11000,11345,,
SALIIS3486G,FJ20,Mujer,RM,SAL,EIC,IIS,NO,1369,90,22,0.15,0.15,Si,SI,Sí,550,83,25000,25785,,
HERARQ2236Z,FJ20,Mujer,RO,HER,EAAD,ARQ,NO,1341,96,23,0.20,0.20,Si,SI,Sí,550,92,7000,7220,,
HERARQ2233Z,FJ20,Mujer,RO,HER,EAAD,ARQ,NO,1410,84,22,0.15,0.15,Si,SI,Sí,550,87,9000,9283,,
HERARQ2228Z,FJ20,Mujer,RO,HER,EAAD,ARQ,NO,1504,87,23,0.00,0.00,Si,SI,Sí,550,86,8000,8245,,
HERARQ029Z,FJ20,Mujer,RO,HER,EAAD,ARQ,NO,1469,95,24,0.30,0.30,Si,SI,Sí,600,92,11000,11294,,
HERLDI2222Z,FJ20,Mujer,RO,HER,EAAD,LDI,NO,1438,90,23,0.30,0.30,Si,SI,Sí,550,91,10000,10306,,
LEOIIS211L,FJ20,Mujer,RO,LEO,EIC,IIS,NO,1386,96,24,0.00,0.00,Si,SI,Sí,563,88,19000,19597,,
AGSLDN36091,FJ20,Mujer,RO,AGS,EN,LDN,NO,1205,97,23,0.20,0.00,Si,SI,Sí,550,92,2800,2886,,
AGSLDN36111,FJ20,Mujer,RO,AGS,EN,LDN,NO,1410,80,23,0.30,0.00,Si,SI,Sí,550,90,12000,12368,,
CMRLIN11408,FJ20,Mujer,RO,CMR,EN,LIN,NO,1390,81,23,0.00,0.00,Si,SI,Sí,550,89,11000,11337,,
HERLIN753Z,FJ20,Mujer,RO,HER,EN,LIN,NO,1429,93,22,0.15,0.15,Si,SI,Sí,633,92,6000,6184,,
HERLMC2231Z,FJ20,Mujer,RO,HER,EN,LMC,NO,1324,94,23,0.40,0.40,Si,SI,Sí,550,92,8500,8760,,
LEOLMC225L,FJ20,Mujer,RO,LEO,EN,LMC,NO,1256,83,24,0.00,0.00,Si,SI,Sí,560,94,10298,10613,,
TAMIMT3531H,FJ20,Mujer,RCS,TAM,EIC,IMT,NO,1475,99,23,0.04,0.00,Si,SI,Sí,550,98,22000,22691,,
LAGLDI2143F,FJ20,Mujer,RM,LAG,EAAD,LDI,NO,1343,93,23,0.35,0.25,Si,SI,Sí,600,93,8000,8251,,
HERARQ2240Z,FJ20,Mujer,RO,HER,EAAD,ARQ,NO,1302,97,24,0.40,0.40,Si,SI,Sí,550,92,8000,8251,,
CHIIIS3676E,FJ20,Mujer,RO,CHI,EIC,IIS,NO,1300,98,22,0.25,0.25,Si,SI,Sí,550,95,8400,8664,,
CHILAF1507E,FJ20,Mujer,RO,CHI,EN,LAF,NO,1352,92,23,0.00,0.00,Si,SI,Sí,620,94,14000,14440,,
LEOLAF223L,FJ20,Mujer,RO,LEO,EN,LAF,NO,1472,98,23,0.04,0.00,Si,SI,Sí,590,98,12000,12377,,
LEOLIN180L,FJ20,Mujer,RO,LEO,EN,LIN,NO,1479,90,23,0.25,0.25,Si,SI,Sí,593,96,13000,13408,,
VERIIS3618P,FJ20,Mujer,DR,CCV,EIC,IIS,SI,1300,89,23,0.00,0.40,Si,NO,Sí,550,89,6000,6184,,
TOLARQ3065O,FJ20,Mujer,RCS,TOL,EAAD,ARQ,SI,1168,84,22,0.00,0.00,Si,NO,Sí,550,91,12000,12377,,
HGOIIS2339J,FJ20,Mujer,RCS,HGO,EIC,IIS,SI,1123,85,24,0.15,0.15,Si,NO,Sí,550,85,20000,20613,,
HGOITI2277J,FJ20,Mujer,RCS,HGO,EIC,ITI,SI,1225,81,24,0.00,0.00,Si,NO,Sí,550,82,20000,20628,,
TOLIIS3017O,FJ20,Mujer,RCS,TOL,EIC,IIS,SI,1289,87,23,0.00,0.20,Si,NO,Sí,550,89,17000,17534,,
TOLIMA3100O,FJ20,Mujer,RCS,TOL,EIC,IMA,SI,1316,86,22,0.00,0.00,Si,NO,Sí,550,85,13000,13408,,
HGOLAE2306J,FJ20,Mujer,RCS,HGO,EN,LAE,SI,1092,82,23,0.00,0.00,Si,NO,Sí,553,79,15000,15471,,
TOLCPF2562O,FJ20,Mujer,RCS,TOL,EN,LCPF,SI,1426,84,23,0.35,0.25,Si,NO,Sí,550,87,23000,23704,,
TOLLEM3055O,FJ20,Mujer,RCS,TOL,EN,LEM,SI,1234,83,23,0.00,0.00,Si,NO,Sí,550,90,19000,19582,,
TOLLIN3044O,FJ20,Mujer,RCS,TOL,EN,LIN,SI,1380,87,22,0.20,0.20,Si,NO,Sí,570,93,23000,23704,,
SALIMT3451G,FJ20,Mujer,RM,SAL,EIC,IMT,SI,1486,90,23,0.60,0.20,Si,NO,Sí,560,88,24000,24754,,
SALIMT3474G,FJ20,Mujer,RM,SAL,EIC,IMT,SI,1528,83,23,0.30,0.30,Si,NO,Sí,587,85,20000,20628,,
CHIIBT1508E,FJ20,Mujer,RO,CHI,EIC,IBT,SI,1560,93,23,0.30,0.30,Si,NO,Sí,570,94,12000,12377,,
CHIIIS1502E,FJ20,Mujer,RO,CHI,EIC,IIS,SI,1241,91,23,0.20,0.20,Si,NO,Sí,523,93,16000,16490,,
CHIIMT1536E,FJ20,Mujer,RO,CHI,EIC,IMT,SI,1620,90,23,0.35,0.35,Si,NO,Sí,557,92,25000,25766,,
SINIIS1155Y,FJ20,Mujer,RO,SIN,EIC,IIS,SI,1340,87,24,0.00,0.00,Si,NO,Sí,537,79,16000,16502,,
CHILAF1525E,FJ20,Mujer,RO,CHI,EN,LAF,SI,1663,84,23,0.20,0.20,Si,NO,Sí,577,91,10500,10822,,
CHILDN1537E,FJ20,Mujer,RO,CHI,EN,LDN,SI,1435,87,27,0.20,0.20,Si,NO,Sí,553,92,16000,16490,,
CHILIN2191E,FJ20,Mujer,RO,CHI,EN,LIN,SI,1301,85,23,0.40,0.40,Si,NO,Sí,550,83,8000,8251,,
CDJIMT2178D,FJ20,Mujer,DR,CDJ,EIC,IMT,SI,1365,97,23,0.35,0.35,Si,NO,Sí,630,91,14500,14955,,
TOLIIS2982O,FJ20,Mujer,RCS,TOL,EIC,IIS,SI,1442,92,25,0.45,0.45,Si,NO,Sí,550,93,16000,16502,,
AGSIMT35011,FJ20,Mujer,RO,AGS,EIC,IMT,SI,1760,93,24,0.30,0.30,Si,NO,Sí,630,93,22000,22674,,
CHILIN1499E,FJ20,Mujer,RO,CHI,EN,LIN,SI,1351,84,24,0.45,0.25,Si,NO,Sí,553,93,15500,15987,,
TOLLDI2996O,FJ20,Mujer,RCS,TOL,EAAD,LDI,SI,1448,87,24,0.00,0.00,Si,SI,Sí,600,94,7000,7220,,
CVAIIS3562T,FJ20,Mujer,RCS,CVA,EIC,IIS,SI,1487,88,23,0.30,0.00,Si,SI,Sí,550,90,18000,18551,,
SLPIIS1252N,FJ20,Mujer,RCS,SLP,EIC,IIS,SI,1362,80,24,0.00,0.00,Si,SI,Sí,550,82,10000,10306,,
SLPIIS1247N,FJ20,Mujer,RCS,SLP,EIC,IIS,SI,1360,84,24,0.00,0.40,Si,SI,Sí,577,86,30000,32207,,
SLPIIS1277N,FJ20,Mujer,RCS,SLP,EIC,IIS,SI,1478,90,23,0.60,0.00,Si,SI,Sí,593,94,18000,18551,,
SLPIIS1283N,FJ20,Mujer,RCS,SLP,EIC,IIS,SI,1503,93,23,0.80,0.00,Si,SI,Sí,627,92,24500,25250,,
TOLIBT3030O,FJ20,Mujer,RCS,TOL,EIC,IBT,SI,1429,91,22,0.30,0.40,Si,SI,Sí,657,92,31038,32013,,
TOLIIS3032O,FJ20,Mujer,RCS,TOL,EIC,IIS,SI,1326,90,23,0.10,0.00,Si,SI,Sí,567,86,23000,23722,,
TOLIMT3033O,FJ20,Mujer,RCS,TOL,EIC,IMT,SI,1429,86,23,0.00,0.00,Si,SI,Sí,613,87,14000,14440,,
SLPLAF1285N,FJ20,Mujer,RCS,SLP,EN,LAF,SI,1411,81,23,0.20,0.30,Si,SI,Sí,550,84,13000,13347,,
SLPLIN1245N,FJ20,Mujer,RCS,SLP,EN,LIN,SI,1429,80,24,0.20,0.30,Si,SI,Sí,563,87,15000,15459,,
TAMLDN100H,FJ20,Mujer,RCS,TAM,EN,LDN,SI,1405,73,25,0.20,0.20,Si,SI,Sí,550,78,7500,7736,,
LAGARQ2108F,FJ20,Mujer,RM,LAG,EAAD,ARQ,SI,1372,91,24,0.30,0.00,Si,SI,Sí,550,94,12000,12377,,
LAGARQ2125F,FJ20,Mujer,RM,LAG,EAAD,ARQ,SI,1310,95,23,0.40,0.00,Si,SI,Sí,583,97,8000,8245,,
LAGLDI711F,FJ20,Mujer,RM,LAG,EAAD,LDI,SI,1349,86,24,0.90,0.00,Si,SI,Sí,583,93,15700,16193,,
LAGIMT2111F,FJ20,Mujer,RM,LAG,EIC,IMT,SI,1182,81,24,0.25,0.25,Si,SI,Sí,520,81,16000,16502,,
SALIIS3437G,FJ20,Mujer,RM,SAL,EIC,IIS,SI,1319,80,25,0.00,0.00,Si,SI,Sí,597,86,23000,23722,,
LAGLAF712F,FJ20,Mujer,RM,LAG,EN,LAF,SI,1429,84,23,0.20,0.00,Si,SI,Sí,550,87,18000,18565,,
LEOIIS192L,FJ20,Mujer,RO,LEO,EIC,IIS,SI,1514,79,24,0.00,0.00,Si,SI,Sí,550,85,12000,12377,,
AGSLIN23131,FJ20,Mujer,RO,AGS,EN,LIN,SI,1435,87,23,0.20,0.20,Si,SI,Sí,550,92,20500,21144,,
AGSLMC22571,FJ20,Mujer,RO,AGS,EN,LMC,SI,1392,81,25,0.20,0.20,Si,SI,Sí,567,87,8000,8214,,
CHILDN1527E,FJ20,Mujer,RO,CHI,EN,LDN,SI,1548,88,23,0.25,0.25,Si,SI,Sí,570,91,12500,12893,,
LEOLAF179L,FJ20,Mujer,RO,LEO,EN,LAF,SI,1180,88,24,0.35,0.35,Si,SI,Sí,550,95,18500,19081,,
LEOLIN185L,FJ20,Mujer,RO,LEO,EN,LIN,SI,1134,81,23,0.00,0.00,Si,SI,Sí,550,89,30000,30919,,
LEOLMC164L,FJ20,Mujer,RO,LEO,EN,LMC,SI,1332,83,24,0.25,0.25,Si,SI,Sí,550,89,12500,12893,,
LEOLMC189L,FJ20,Mujer,RO,LEO,EN,LMC,SI,1348,82,23,0.30,0.30,Si,SI,Sí,550,89,10000,10736,,
LEOLMC176L,FJ20,Mujer,RO,LEO,EN,LMC,SI,1507,85,23,0.10,0.00,Si,SI,Sí,550,90,18000,18551,,
ZACLDN059I,FJ20,Mujer,DR,ZAC,EN,LDN,SI,1429,89,23,0.90,0.00,Si,SI,Sí,567,92,15000,15471,,
SLPIIS1280N,FJ20,Mujer,RCS,SLP,EIC,IIS,SI,1515,97,22,0.90,0.00,Si,SI,Sí,660,96,21600,22177,,
TOLIBT3094O,FJ20,Mujer,RCS,TOL,EIC,IBT,SI,1565,97,23,0.80,0.00,Si,SI,Sí,630,96,18800,19376,,
TOLIIS3078O,FJ20,Mujer,RCS,TOL,EIC,IIS,SI,1402,93,22,0.40,0.40,Si,SI,Sí,560,94,14239,14687,,
LAGARQ2100F,FJ20,Mujer,RM,LAG,EAAD,ARQ,SI,1424,95,23,0.60,0.00,Si,SI,Sí,550,97,22000,22691,,
LAGARQ709F,FJ20,Mujer,RM,LAG,EAAD,ARQ,SI,1540,97,23,0.70,0.00,Si,SI,Sí,650,97,10000,10314,,
LAGLAE2109F,FJ20,Mujer,RM,LAG,EN,LAE,SI,1606,89,24,0.00,0.00,Si,SI,Sí,660,92,12500,12893,,
AGSIIS0681,FJ20,Mujer,RO,AGS,EIC,IIS,SI,1405,89,23,0.50,0.30,Si,SI,Sí,480,91,15000,15471,,
CMRIIS10938,FJ20,Mujer,RO,CMR,EIC,IIS,SI,1392,92,23,0.30,0.30,Si,SI,Sí,593,91,13500,13913,,
HERIIS737Z,FJ20,Mujer,RO,HER,EIC,IIS,SI,1436,87,23,0.10,0.00,Si,SI,Sí,577,93,11000,11345,,
LEOIIS172L,FJ20,Mujer,RO,LEO,EIC,IIS,SI,1674,95,23,0.80,0.00,Si,SI,Sí,600,98,25000,25785,,
CEMCPF3309S,FJ20,Mujer,RCM,CEM,EN,LCPF,NO,1100,87,24,0.35,0.25,Si,NO,No,550,91,14000,14429,,
CEMLMC3325S,FJ20,Mujer,RCM,CEM,EN,LMC,NO,1161,85,23,0.00,0.00,Si,NO,No,397,86,15000,15471,,
CSFLAF7992,FJ20,Mujer,RCM,CSF,EN,LAF,NO,,,,0.00,0.00,Si,NO,No,550,,19000,19597,,
PUEIMI2652PUE,FJ20,Mujer,RCS,PUE,EHE,IMI,NO,1433,86,23,0.20,0.40,Si,NO,No,550,91,6000,6160,,
PUELAE091PUE,FJ20,Mujer,RCS,PUE,EN,LAE,NO,,,,0.00,0.00,Si,NO,No,550,,6000,6188,,
MTYLEC642A,FJ20,Mujer,RM,MTY,ECSG,LEC,NO,1291,97,23,0.80,0.00,Si,NO,No,550,90,6000,6184,,
GDLLDI2070W,FJ20,Mujer,RO,GDA,EAAD,LDI,NO,,,,0.00,0.00,Si,NO,No,583,,30000,30919,,
GDLLAF3751W,FJ20,Mujer,RO,GDA,EN,LAF,NO,1180,89,25,0.00,0.00,Si,NO,No,563,81,14000,14429,,
