Folio,Periodo,Nivel,PrepaTEC,Escuela,Genero,Edad,Foraneo,FGS,Rubrica_CyE,PromMate,Ingles,FTE,P_Beca,P_Prestamo,HijoMilitar,Prog_Lider,Retencion1erA,Prom1erSem,Prom2doSem,Prom1erA
BCHEJDDJ,AD19,Profesional,NO,EIC,Masculino,18.10277778,Local,No,36,NA,6,1,0.1,0.1,NO,NO,1,92.85714286,96.55555556,95.19444444
BCHEJDDK,AD19,Profesional,NO,EIC,Masculino,18.78055556,SI: Nacional,No,36,NA,6,1,0.4,0,NO,NO,1,88.875,93.88888889,91.41666667
BCHEJDEC,AD19,Profesional,NO,EN,Masculino,18.99444444,Local,No,35,NA,2,1,0,0,NO,NO,1,86.1,91.5,89.16666667
BCHEJDEE,AD19,Profesional,NO,EIC,Masculino,18.06944444,Local,No,34,NA,6,1,0,0,NO,NO,1,86,87.33333333,87.11111111
BCHEJDEF,AD19,Profesional,NO,EAAD-EIC,Masculino,18.18888889,Local,No,34,NA,5,1,0,0,NO,NO,1,94.28571429,95.875,95
BCHEJDEH,AD19,Profesional,NO,EIC,Masculino,17.78055556,Local,Sí,32,NA,1,1,0.6,0.2,NO,NO,1,86,90.33333333,90.26470588
BCHEJDEK,AD19,Profesional,NO,EIC,Masculino,18.85833333,Local,No,32,NA,5,1,0.25,0.25,NO,NO,1,87.42857143,88.88888889,88.55555556
BCHEJDFC,AD19,Profesional,NO,EIC,Masculino,17.94722222,SI: Nacional,Sí,31,NA,2,1,0.5,0,NO,NO,1,85.25,87.7,88
BCHEJDFD,AD19,Profesional,NO,EHE-EAAD,Femenino,18.15277778,Local,No,31,NA,5,1,0,0,NO,NO,1,77,94.83333333,85.91666667
BCHEJDFF,AD19,Profesional,NO,EHE-EAAD,Femenino,18.525,Local,No,31,NA,6,1,0.4,0,NO,NO,1,94.16666667,91.83333333,93
BCHEJDFH,AD19,Profesional,NO,ECSG,Masculino,19.43611111,SI: Nacional,Sí,30,NA,6,1,0,0,NO,NO,1,68.33333333,70.42857143,71.32352941
BCHEJDFI,AD19,Profesional,NO,EIC,Masculino,18.25,Local,No,30,NA,5,1,0,0,NO,NO,1,92,89.33333333,91.38235294
BCHEJDFJ,AD19,Profesional,NO,EIC,Masculino,18.90833333,Local,No,30,NA,2,1,0.25,0.25,NO,NO,1,86.42857143,89.22222222,89.13888889
BCHEJDFK,AD19,Profesional,NO,EN,Femenino,18.50555556,Local,No,30,NA,6,1,0,0,NO,NO,1,93.1,95,94.30555556
BCHEJDGB,AD19,Profesional,NO,EN,Masculino,19.70277778,Local,No,29,NA,4,1,0,0,NO,NO,0,87.4,87.7,88.30555556
BCHEJDGC,AD19,Profesional,NO,EN,Femenino,17.88611111,SI: Nacional,No,29,NA,3,1,0,0,NO,NO,1,93.3,95.1,94.77777778
BCHEJDGD,AD19,Profesional,NO,EIC,Femenino,18.36111111,Local,No,28,NA,6,1,0.25,0.25,NO,NO,1,87,91.11111111,89.69444444
BCHEJDGJ,AD19,Profesional,NO,EIC,Masculino,18.69166667,Local,No,24,NA,5,1,0.2,0.2,NO,NO,1,86.875,89.66666667,88.5
BCHEJDHD,AD19,Profesional,NO,EIC,Masculino,18.88055556,SI: Nacional,No,50,NA,6,1,0.8,0,NO,NO,1,71.875,83.88888889,78.63157895
BCHEJDHE,AD19,Profesional,NO,EIC,Masculino,18.21944444,SI: Extranjero,No,40,NA,6,1,0,0,NO,NO,1,89.71428571,88.33333333,89.88888889
BCHEJDHF,AD19,Profesional,NO,EIC,Masculino,18.19166667,Local,Sí,40,NA,3,1,0.1,0.1,NO,NO,1,88.57142857,90,89.88888889
BCHEJDHH,AD19,Profesional,NO,ECSG,Femenino,18.16666667,SI: Nacional,No,50,NA,6,1,0.25,0.25,NO,NO,1,98.14285714,99.375,98.66666667
BCHEJDHI,AD19,Profesional,NO,EN,Masculino,19.975,SI: Nacional,Sí,50,NA,6,1,0,0,NO,NO,0,84.44444444,88.2,86.86111111
BCHEJDHK,AD19,Profesional,NO,EN,Masculino,18.26944444,SI: Nacional,No,28,NA,2,1,0,0,NO,NO,1,84.4,90.44444444,88.11428571
BCHEJDIC,AD19,Profesional,NO,EMCS,Femenino,18.74444444,SI: Nacional,No,50,NA,6,1,0.5,0,NO,NO,1,72.3,90.3,89.13157895
BCHEJDID,AD19,Profesional,NO,EMCS,Femenino,18.32777778,Local,No,50,NA,6,1,0,0,NO,NO,1,88.33333333,89.77777778,90.91666667
BCHEJDIF,AD19,Profesional,NO,EMCS,Femenino,17.94444444,Local,No,32,NA,6,1,0,0,NO,NO,1,85.1,90.7,90.10810811
BCHEJDIJ,AD19,Profesional,NO,EMCS,Masculino,18.23055556,Local,Sí,40,NA,5,1.104166667,0,0,NO,NO,1,82.33333333,80.5,83.02631579
BCHEJDIK,AD19,Profesional,NO,EMCS,Masculino,18.47777778,Local,No,32,NA,6,1,0,0,NO,NO,0,0,0,#N/A
BCHEJEEE,AD19,Profesional,NO,EMCS,Femenino,18.25,Local,No,50,NA,5,1.104166667,0,0,NO,NO,1,82.75,81.5,85.30769231
BCHEJEEH,AD19,Profesional,NO,EIC,Femenino,18.45833333,SI: Nacional,Sí,35,NA,6,1,0.4,0.2,NO,NO,1,92.625,90.375,91.36111111
BCHEJEID,AD19,Profesional,NO,EIC,Masculino,18.36111111,SI: Nacional,No,36,NA,4,1,0.2,0,NO,NO,1,79.14285714,86.66666667,83.40540541
BCHEJEIF,AD19,Profesional,NO,EIC,Femenino,18.48888889,Local,Sí,50,NA,1,1,0.5,0,NO,NO,1,88.71428571,92.77777778,90.63888889
BCHEJEII,AD19,Profesional,NO,EIC,Masculino,18.28888889,SI: Nacional,No,50,NA,5,1,0.45,0.25,NO,NO,1,91.5,92.33333333,92.80555556
BCHEJEIK,AD19,Profesional,NO,EN,Femenino,18.46111111,SI: Nacional,No,50,NA,1,1,0.55,0.25,NO,NO,1,90.22222222,95.625,91.24137931
BCHEJEJC,AD19,Profesional,NO,EIC,Femenino,17.78611111,Local,No,50,NA,1,1,0.3,0,NO,NO,1,5.375,95.5,95.5
BCHEJEJD,AD19,Profesional,NO,EIC,Masculino,18.30277778,Local,Sí,48,NA,4,1,0.2,0,NO,SI,1,92,94.9,93.97435897
BCHEJEJH,AD19,Profesional,NO,EIC,Masculino,17.92222222,SI: Nacional,No,44,NA,4,1,0,0,NO,NO,1,87.42857143,90.57142857,89.75
BCHEJEJI,AD19,Profesional,NO,EIC,Femenino,18.26388889,Local,No,42,NA,5,1.208333333,0.45,0.25,NO,NO,1,87,95.66666667,92.925
BCHEJEJJ,AD19,Profesional,NO,ECSG,Masculino,19.68055556,SI: Extranjero,No,42,NA,4,1,0.4,0,NO,NO,1,91,0,91.38888889
BCHEJEJK,AD19,Profesional,NO,EIC,Masculino,18.69166667,Local,No,41,NA,6,1,0.2,0.2,NO,NO,1,93.85714286,91.22222222,92.08333333
BCHEJEKC,AD19,Profesional,NO,EIC,Masculino,18.64444444,Local,No,40,NA,6,1,0.35,0.25,NO,NO,1,89.375,95,92.19444444
BCHEJEKE,AD19,Profesional,NO,EIC,Masculino,18.68611111,SI: Nacional,No,40,NA,6,1,0.2,0.2,NO,NO,1,81.375,83.77777778,83.28571429
BCHEJEKF,AD19,Profesional,NO,EN,Femenino,18.48055556,Local,Sí,40,NA,6,1,0.55,0.25,NO,NO,1,96.1,98,97.02777778
BCHEJEKG,AD19,Profesional,NO,EIC,Femenino,18.37222222,SI: Nacional,No,40,NA,3,1,0.45,0.25,NO,NO,1,97.71428571,95.66666667,95.88888889
BCHEJEKH,AD19,Profesional,NO,EN,Femenino,18.16388889,SI: Nacional,No,40,NA,5,1,0,0,NO,NO,1,93.44444444,98.11111111,93.90909091
BCHEJEKJ,AD19,Profesional,NO,EN,Masculino,18.64444444,SI: Nacional,No,38,NA,6,0.541666667,0,0,NO,NO,1,76.71428571,87.88888889,83
BCHEJEKK,AD19,Profesional,NO,ECSG,Femenino,18.08333333,SI: Nacional,Sí,36,NA,1,1,0,0,NO,NO,1,88.85714286,89.5,89.61111111
BCHEJFBB,AD19,Profesional,NO,EIC,Masculino,19.05555556,Local,No,36,NA,6,1,0,0,NO,NO,1,82.25,86.55555556,84.33333333
BCHEJFBD,AD19,Profesional,NO,EIC,Masculino,18.58611111,Local,No,36,NA,6,1,0.2,0.2,NO,NO,1,95,92.66666667,93.69444444
BCHEJFBF,AD19,Profesional,NO,ECSG,Masculino,18.20277778,SI: Extranjero,No,36,NA,4,1,0,0,NO,NO,0,79.42857143,95,81.76190476
BCHEJFBG,AD19,Profesional,NO,EIC,Masculino,18.8,SI: Nacional,No,36,NA,6,1,0,0,NO,NO,1,82.25,69.33333333,80.8
BCHEJFBH,AD19,Profesional,NO,EIC,Masculino,18.17222222,Local,Sí,35,NA,2,1,0,0,NO,NO,0,76.875,0,77.22222222
BCHEJFBI,AD19,Profesional,NO,EIC,Masculino,18.725,Local,No,35,NA,6,1,0,0,NO,NO,1,76.5,65.5,72.29411765
BCHEJFBK,AD19,Profesional,NO,EIC,Femenino,18.05,Local,No,35,NA,6,1,0,0,NO,NO,1,88.85714286,94.33333333,91.19444444
BCHEJFCB,AD19,Profesional,NO,EN,Femenino,20.17222222,Local,No,35,NA,6,1,0.1,0.1,NO,NO,1,90.2,94,92.72222222
BCHEJFCC,AD19,Profesional,NO,EAAD-EIC,Femenino,18.88611111,SI: Extranjero,Sí,35,NA,6,1,0,0,NO,NO,1,78.85714286,92.125,84.94444444
BCHEJFCI,AD19,Profesional,NO,EAAD-EIC,Masculino,18.56111111,Local,No,34,NA,4,1,0,0,NO,NO,1,81.42857143,86.875,83.22222222
BCHEJFDC,AD19,Profesional,NO,EN,Masculino,18.66944444,SI: Nacional,No,30,NA,6,1,0.8,0,NO,NO,1,71.4,70.1,71.69444444
BCHEJFDF,AD19,Profesional,NO,EHE-EAAD,Masculino,18.975,SI: Nacional,No,28,NA,4,1,0.9,0,NO,NO,1,77.83333333,91.66666667,84.75
BCHEJFDG,AD19,Profesional,NO,EIC,Masculino,18.28055556,Local,No,28,NA,5,1,0,0,NO,NO,1,81.57142857,85.55555556,85.61111111
BCHEJFDH,AD19,Profesional,NO,EIC,Femenino,18.61111111,Local,No,28,NA,6,0.770833333,0,0,NO,NO,0,84.5,0,83.57142857
BCHEJFDI,AD19,Profesional,NO,EN,Femenino,19.71388889,SI: Nacional,No,27,NA,3,1,0,0,NO,NO,1,87.2,87,86.69444444
BCHEJFDK,AD19,Profesional,NO,EIC,Masculino,17.68055556,Local,Sí,27,NA,6,1,0,0,NO,NO,1,84.28571429,85.88888889,83.88888889
BCHEJFEB,AD19,Profesional,NO,EIC,Masculino,18.84166667,Local,No,27,NA,5,1,0,0,NO,NO,1,95,95.33333333,95.13888889
BCHEJFEE,AD19,Profesional,NO,EIC,Masculino,18.225,SI: Nacional,Sí,25,NA,6,1,0,0,NO,NO,1,91,96.4,95.2
BCHEJFEG,AD19,Profesional,NO,EIC,Masculino,18.70833333,SI: Nacional,No,21,NA,6,1,0,0,NO,NO,1,79.5,80.55555556,80.72222222
BCHEJFEH,AD19,Profesional,NO,EIC,Masculino,18.63333333,SI: Nacional,No,17,NA,5,1,0,0,NO,NO,1,81.16666667,80,77.96428571
BCHEJFEI,AD19,Profesional,NO,EN,Femenino,18.76944444,SI: Nacional,Sí,34,NA,5,1,0,0,NO,NO,1,85.7,88.5,87
BCHEJFEK,AD19,Profesional,NO,EN,Masculino,18.70277778,Local,No,48,NA,4,0.833333333,1,0,NO,NO,1,87.22222222,81.6,82.16666667
BCHEJFFB,AD19,Profesional,NO,EIC,Masculino,18.53055556,Local,No,40,NA,6,1,0.25,0.25,NO,NO,1,81.8,96.16666667,90.96666667
BCHEJFFC,AD19,Profesional,NO,EN,Femenino,18.08333333,SI: Nacional,Sí,40,NA,2,1,0,0,NO,NO,1,86,87.6,86.44444444
BCHEJFFD,AD19,Profesional,NO,EN,Femenino,18.66944444,SI: Nacional,No,40,NA,2,1,0,0,NO,NO,1,89.4,92,90.27777778
BCHEJFFG,AD19,Profesional,NO,EHE-EAAD,Masculino,18.89444444,Local,No,35,NA,6,1,0,0,NO,NO,1,82,88.5,88.16666667
BCHEJFFH,AD19,Profesional,NO,EIC,Femenino,17.91111111,SI: Nacional,No,35,NA,5,1,0,0,NO,NO,0,91,0,#N/A
BCHEJFFI,AD19,Profesional,NO,EIC,Femenino,18.12222222,SI: Nacional,No,34,NA,2,1,0.35,0.25,NO,NO,1,84.875,91.11111111,89.88888889
BCHEJFFJ,AD19,Profesional,NO,ECSG,Masculino,19.10555556,Local,No,30,NA,4,1,0.9,0,NO,NO,0,21.5,0,22
BCHEJFGC,AD19,Profesional,NO,EN,Femenino,18.21111111,SI: Nacional,No,29,NA,5,1,0,0,NO,NO,1,84.3,84.3,84.44444444
BCHEJFGD,AD19,Profesional,NO,EN,Femenino,18.03888889,Local,No,46,NA,5,0.666666667,0,0,NO,NO,1,90,94.22222222,92.88888889
BCHEJFGE,AD19,Profesional,NO,EN,Femenino,18.15277778,SI: Nacional,No,27,NA,6,1,0,0,NO,NO,1,85.4,89.8,88.11111111
BCHEJFGG,AD19,Profesional,NO,EIC,Masculino,18.44722222,Local,No,26,NA,6,1,0,0,NO,NO,1,74.5,62,67.73529412
BCHEJFHB,AD19,Profesional,NO,EIC,Masculino,17.65,Local,No,34,NA,6,1,0,0,NO,NO,1,83,84.11111111,85.08333333
BCHEJFHC,AD19,Profesional,NO,EN,Femenino,18.02777778,Local,Sí,31,NA,6,1,0,0,NO,NO,0,77.3,0,80.5
BCHEJFHF,AD19,Profesional,NO,EMCS,Femenino,18.575,SI: Nacional,No,30,NA,6,1.104166667,0,0,NO,NO,1,86,87.5,88.92105263
BCHEJFHH,AD19,Profesional,NO,EMCS,Femenino,18.48888889,SI: Nacional,No,38,NA,3,1,0,0,NO,NO,1,86,95.83333333,92.55555556
BCHEJFIB,AD19,Profesional,NO,EMCS,Masculino,20.08055556,SI: Extranjero,No,50,NA,6,1,0,0,NO,NO,1,68,85.3,81.02777778
BCHEJFIC,AD19,Profesional,NO,EMCS,Femenino,17.01666667,SI: Extranjero,No,50,NA,6,1.104166667,0.2,0,NO,NO,1,86.58333333,90,91.14634146
BCHEJFIF,AD19,Profesional,NO,EMCS,Femenino,18.81944444,Local,No,36,NA,4,1.104166667,0,0,NO,NO,0,0,0,#N/A
BCHEJFIG,AD19,Profesional,NO,EMCS,Femenino,18.03611111,SI: Extranjero,No,50,NA,6,1.041666667,0.199999994,0,NO,NO,1,93.81818182,93.88888889,94.67567568
BCHEJFIH,AD19,Profesional,NO,EMCS,Femenino,18.08611111,SI: Nacional,No,48,NA,6,1,0.15,0.15,NO,NO,1,80,82.3,86.2
BCHEJFII,AD19,Profesional,NO,EMCS,Femenino,17.92222222,SI: Nacional,No,40,NA,6,1,0,0,NO,NO,1,83.7,89.8,88.58333333
BCHEJFIJ,AD19,Profesional,NO,EMCS,Femenino,18.63055556,SI: Nacional,No,34,NA,6,1.041666667,0,0,NO,NO,1,81.4,82.4,85.77777778
BCHEJFIK,AD19,Profesional,NO,EMCS,Femenino,18.45,Local,No,50,NA,6,1,0,0,NO,NO,1,83.3,83.9,87.27027027
BCHEJFJB,AD19,Profesional,NO,EMCS,Masculino,17.77222222,Local,No,36,NA,6,1,0,0,NO,NO,1,75.8,85.22222222,80.97222222
BCHEJFKC,AD19,Profesional,NO,EN,Masculino,18.66944444,Local,No,50,NA,6,1,0,0,NO,NO,1,96.5,97.2,96.69444444
BCHEJFKD,AD19,Profesional,NO,EIC,Masculino,17.96111111,Local,No,50,NA,6,1,0,0,NO,NO,1,96,96.375,96.22857143
BCHEJFKG,AD19,Profesional,NO,EN,Masculino,18.64444444,Local,Sí,50,NA,5,1,0,0.2,NO,NO,0,88.2,87.25,87.6875
BCHEJFKH,AD19,Profesional,NO,EN,Masculino,18.75277778,Local,Sí,50,NA,6,1,0,0,NO,NO,1,86,89.25,88.29411765
BCHEJFKK,AD19,Profesional,NO,EN,Masculino,18.16944444,Local,No,44,NA,6,1,0,0,NO,NO,1,85.5,87.1,85.05555556
BCHEJGBB,AD19,Profesional,NO,EIC,Masculino,18.3,SI: Nacional,No,40,NA,2,1,0,0,NO,NO,1,77.85714286,86.22222222,81.48648649
BCHEJGBF,AD19,Profesional,NO,EN,Masculino,18.20555556,SI: Nacional,No,36,NA,6,1,0.25,0.25,NO,NO,1,87.1,94.3,90.83333333
BCHEJGBG,AD19,Profesional,NO,EHE-EAAD,Masculino,18.32777778,Local,No,36,NA,6,1,0,0,NO,NO,1,91.83333333,96.5,94.16666667
BCHEJGBJ,AD19,Profesional,NO,EIC,Masculino,18.24722222,Local,No,35,NA,3,1,0,0,NO,NO,1,82.5,85.33333333,85.33333333
BCHEJGBK,AD19,Profesional,NO,ECSG,Femenino,18.24444444,SI: Nacional,No,35,NA,6,1,0,0,NO,NO,1,91.42857143,92.375,91.75
BCHEJGCB,AD19,Profesional,NO,EIC,Femenino,17.99444444,SI: Nacional,Sí,35,NA,6,1,0,0,NO,NO,1,85.875,83.44444444,83.97222222
BCHEJGCD,AD19,Profesional,NO,EIC,Masculino,18.71666667,Local,No,30,NA,6,1,0,0,NO,NO,1,88.25,92.44444444,90.38461538
BCHEJGCF,AD19,Profesional,NO,EN,Masculino,19.79166667,Local,No,16,NA,6,1,0,0,NO,NO,1,78,89.11111111,82.19444444
BCHEJGCG,AD19,Profesional,NO,EIC,Masculino,18.28611111,Local,Sí,46,NA,1,1.166666667,0,0,NO,NO,0,18.66666667,0,38.25
BCHEJGCI,AD19,Profesional,NO,EN,Masculino,18.20277778,Local,No,40,NA,6,1,0.25,0.25,NO,NO,1,88.5,92.5,91.38888889
BCHEJGCJ,AD19,Profesional,NO,EN,Masculino,18.16666667,Local,No,40,NA,2,1,0,0,NO,NO,1,92,87.1,88.80555556
BCHEJGDB,AD19,Profesional,NO,EN,Femenino,19.06666667,SI: Extranjero,No,38,NA,6,1,0,0,NO,NO,1,88.4,90.7,89.69444444
BCHEJGDC,AD19,Profesional,NO,EIC,Masculino,18.05,SI: Nacional,No,38,NA,6,1,0,0,NO,NO,1,82.625,90.77777778,87.72222222
BCHEJGDE,AD19,Profesional,NO,EIC,Masculino,18.50555556,SI: Nacional,Sí,36,NA,3,1,0,0,NO,NO,1,82.625,86.66666667,85.33333333
BCHEJGDF,AD19,Profesional,NO,EAAD-EIC,Masculino,18.77222222,Local,Sí,30,NA,3,1,0,0,NO,NO,1,91.2,90.33333333,90.77419355
BCHEJGDH,AD19,Profesional,NO,EIC,Femenino,18.71666667,SI: Extranjero,No,50,NA,5,1,0,0,NO,NO,0,88.5,0,90.11111111
BCHEJGDI,AD19,Profesional,NO,EN,Femenino,18.30833333,SI: Nacional,Sí,40,NA,1,1,0,0,NO,NO,1,83,89.1,86.22222222
BCHEJGDK,AD19,Profesional,NO,EMCS,Masculino,18.575,Local,No,30,NA,6,1,0,0,NO,NO,1,83.8,82.9,86.7027027
BCHEJGEF,AD19,Profesional,NO,EMCS,Femenino,18.08888889,Local,No,36,NA,6,1,0,0,NO,NO,1,77.2,84.1,86.275
BCHEJGHD,AD19,Profesional,NO,EIC,Masculino,18.02222222,Local,No,46,NA,3,1,0.2,0,NO,SI,1,95.28571429,96.22222222,96.19444444
BCHEJGHI,AD19,Profesional,NO,EIC,Femenino,19.02777778,Local,No,46,NA,6,1,0,0,NO,NO,1,92.75,92.33333333,93.02777778
BCHEJGHK,AD19,Profesional,NO,EIC,Masculino,20.89166667,SI: Extranjero,No,44,NA,6,1,0.9,0,NO,NO,1,61.83333333,72.16666667,70.82758621
BCHEJGIB,AD19,Profesional,NO,EIC,Masculino,18.12777778,Local,No,42,NA,6,0.666666667,0,0,NO,NO,0,70.4,42,56.47368421
BCHEJGII,AD19,Profesional,NO,EIC,Masculino,18.65833333,Local,No,40,NA,5,1,0,0,NO,NO,1,84.5,84,87.22222222
BCHEJGIJ,AD19,Profesional,NO,EAAD-EIC,Masculino,18.69722222,SI: Nacional,No,40,NA,6,1,0,0,NO,NO,1,90.28571429,93.71428571,92.16666667
BCHEJGIK,AD19,Profesional,NO,ECSG,Masculino,19.71944444,Local,No,40,NA,5,1,0.25,0.25,NO,NO,1,90.14285714,92.875,92.16666667
BCHEJGJI,AD19,Profesional,NO,EIC,Femenino,17.68888889,SI: Nacional,Sí,32,NA,6,1,0,0,NO,NO,1,87.85714286,75.44444444,84.47222222
BCHEJGJK,AD19,Profesional,NO,EHE-EAAD,Femenino,17.96111111,Local,No,32,NA,7,1,0,0,NO,NO,1,96.16666667,96.16666667,96.16666667
BCHEJGKD,AD19,Profesional,NO,EN,Femenino,17.66388889,Local,No,31,NA,1,1,0,0,NO,NO,1,89.5,87.2,90.02777778
BCHEJGKG,AD19,Profesional,NO,EIC,Masculino,22.19444444,SI: Nacional,No,25,NA,3,1,0,0,NO,NO,0,81.25,0,81.5
BCHEJGKH,AD19,Profesional,NO,EAAD-EIC,Masculino,18.11388889,Local,Sí,25,NA,6,1,0,0,NO,NO,0,43.71428571,43.25,41.22222222
BCHEJGKI,AD19,Profesional,NO,EN,Masculino,18.66388889,Local,No,42,NA,6,0.666666667,0,0,NO,NO,1,87.83333333,87.75,86.06666667
BCHEJGKJ,AD19,Profesional,NO,EN,Masculino,17.98888889,Local,No,23,NA,3,1,0,0,NO,NO,0,85.9,0,86.05555556
BCHEJHBB,AD19,Profesional,NO,EN,Masculino,19.71388889,SI: Nacional,No,46,NA,6,1,0.8,0,NO,NO,1,83.33333333,78.6,81.37142857
BCHEJHBD,AD19,Profesional,NO,EIC,Masculino,18.76111111,Local,No,40,NA,6,1,0,0,NO,NO,1,80,84.11111111,84.38888889
BCHEJHBG,AD19,Profesional,NO,EN,Masculino,18.80277778,Local,No,50,NA,6,1,0.3,0,NO,NO,0,41.5,0,43.72222222
BCHEJHBH,AD19,Profesional,NO,EAAD-EIC,Masculino,19.20833333,Local,Sí,40,NA,5,1,0,0,NO,NO,1,84.71428571,87.125,85.30555556
BCHEJHBJ,AD19,Profesional,NO,EN,Masculino,19.10277778,Local,No,32,NA,3,0.833333333,0,0,NO,NO,1,81.4,81.88888889,82.6969697
BCHEJHBK,AD19,Profesional,NO,EN,Femenino,18.26666667,SI: Nacional,No,31,NA,6,1,0,0,NO,NO,1,85.3,90.33333333,87.42857143
BCHEJHCB,AD19,Profesional,NO,EIC,Masculino,17.78888889,Local,Sí,29,NA,1,1,0,0,NO,NO,1,81,85.77777778,82.80555556
BCHEJHCC,AD19,Profesional,NO,EN,Masculino,18.68611111,Local,No,46,NA,6,1,0,0,NO,NO,1,89.6,89.1,90.58333333
BCHEJHCD,AD19,Profesional,NO,EN,Femenino,17.83055556,Local,Sí,23,NA,4,1,0,0,NO,NO,1,90.3,88.4,89.13888889
BCHEJHCE,AD19,Profesional,NO,EHE-EAAD,Masculino,18.23055556,SI: Nacional,No,17,NA,3,1,0,0,SI,NO,1,77.83333333,83.66666667,80.75
BCHEJHCF,AD19,Profesional,NO,EN,Femenino,18.61388889,SI: Nacional,No,30,NA,6,1,0,0,NO,NO,0,10.1,0,#N/A
BCHEJHGJ,AD19,Profesional,NO,EN,Femenino,18.82222222,Local,No,50,NA,6,1,0,0,NO,NO,1,80.33333333,89.3,85.37837838
BCHEJHGK,AD19,Profesional,NO,EIC,Masculino,18.81666667,Local,No,48,NA,6,1,0.2,0.2,NO,NO,1,93.57142857,93,93.80555556
BCHEJHHB,AD19,Profesional,NO,ECSG,Masculino,18.26388889,SI: Extranjero,No,48,NA,6,1,0,0,NO,NO,1,68.71428571,56.83333333,64.78787879
BCHEJHHC,AD19,Profesional,NO,EIC,Masculino,17.73333333,Local,No,44,NA,6,1,0.3,0,NO,NO,1,83.625,87.77777778,86.13888889
BCHEJHHD,AD19,Profesional,NO,EHE-EAAD,Masculino,17.99444444,Local,Sí,40,NA,2,1,0,0,NO,NO,1,95.5,93.5,94.5
BCHEJHHF,AD19,Profesional,NO,EIC,Masculino,17.69166667,Local,No,38,NA,3,1,0,0,NO,NO,1,95.28571429,93.55555556,93.5
BCHEJHHH,AD19,Profesional,NO,EIC,Femenino,18.13611111,SI: Nacional,Sí,36,NA,5,1,0,0,NO,NO,1,81.25,88.88888889,82.79487179
BCHEJHHI,AD19,Profesional,NO,EIC,Femenino,18.11388889,Local,No,36,NA,6,1.041666667,0,0,NO,NO,1,57.4,85.6,77.02702703
BCHEJHIB,AD19,Profesional,NO,EIC,Masculino,19.16944444,Local,No,36,NA,6,1,0,0,NO,NO,1,86.85714286,88.77777778,89.13888889
BCHEJHIC,AD19,Profesional,NO,EN,Masculino,24.61666667,SI: Extranjero,No,36,NA,6,1,0,0,NO,NO,1,84.6,82.9,83.30555556
BCHEJHID,AD19,Profesional,NO,EN,Femenino,18.10833333,Local,No,36,NA,6,1,0,0,NO,NO,1,75,65.4,75.93939394
BCHEJHIG,AD19,Profesional,NO,EIC,Masculino,18.66944444,SI: Nacional,No,34,NA,5,1,0.9,0,NO,NO,1,81.625,90.33333333,87.55555556
BCHEJHIH,AD19,Profesional,NO,EN,Masculino,19.03611111,SI: Nacional,No,34,NA,5,1,0,0,NO,NO,1,82.55555556,79.42857143,80.60714286
BCHEJHIJ,AD19,Profesional,NO,EIC,Masculino,18.16944444,Local,Sí,32,NA,3,1,0.8,0,NO,NO,1,85.85714286,87.85714286,86.52777778
BCHEJHIK,AD19,Profesional,NO,EHE-EAAD,Masculino,18.24166667,Local,No,31,NA,5,1,0,0,NO,NO,1,93.33333333,97.5,95.41666667
BCHEJHJB,AD19,Profesional,NO,EN,Femenino,17.725,SI: Extranjero,No,31,NA,6,1,0,0,NO,NO,1,94.6,95.3,95.02777778
BCHEJHJC,AD19,Profesional,NO,EIC,Masculino,19.38333333,Local,Sin información,30,NA,5,1,0,0,NO,NO,1,72.875,69.25,73.03030303
BCHEJHJD,AD19,Profesional,NO,EIC,Masculino,18.45555556,SI: Nacional,No,30,NA,6,1,0.3,0,NO,NO,1,92.375,88.66666667,88.52777778
BCHEJHJF,AD19,Profesional,NO,EIC,Masculino,18.49722222,SI: Nacional,No,29,NA,6,1,0,0,NO,NO,1,79,87.5,80.83333333
BCHEJHJG,AD19,Profesional,NO,EN,Masculino,18.675,SI: Extranjero,No,29,NA,6,0.833333333,0,0,NO,NO,1,88.55555556,92.1,90.18181818
BCHEJHJH,AD19,Profesional,NO,EN,Femenino,19.65833333,Local,Sí,28,NA,2,1,0,0,NO,NO,1,94.3,93.1,93.38888889
BCHEJHJI,AD19,Profesional,NO,EIC,Masculino,18.00833333,Local,No,28,NA,7,1,0.25,0.25,NO,NO,1,93.57142857,89.11111111,90.25
BCHEJHJJ,AD19,Profesional,NO,EAAD-EIC,Masculino,18.20277778,Local,No,28,NA,4,1,0,0,NO,NO,1,87.28571429,84.375,85.13888889
BCHEJHJK,AD19,Profesional,NO,EHE-EAAD,Femenino,18.80277778,Local,No,27,NA,6,1,0.1,0.1,NO,NO,1,93.33333333,93.66666667,93.5
BCHEJHKB,AD19,Profesional,NO,EN,Masculino,18.06666667,Local,No,27,NA,6,1,0,0,NO,NO,1,81.6,79.44444444,80.45454545
BCHEJHKC,AD19,Profesional,NO,EIC,Masculino,17.95555556,SI: Nacional,No,23,NA,6,1,0,0,NO,NO,1,84.875,85.66666667,86.52777778
BCHEJHKD,AD19,Profesional,NO,EHE-EAAD,Masculino,18.71666667,Local,No,23,NA,6,1,0.35,0.25,NO,NO,1,91.5,96.16666667,93.83333333
BCHEJHKF,AD19,Profesional,NO,EIC,Masculino,18.33055556,Local,No,50,NA,6,0.666666667,0,0.25,NO,NO,1,81.6,85.75,82.92592593
